totalFlips,clauses,tries,cb,ratio,flips,earlyRestarts,variables,lastRunEntropy,sat,entropy,flipsPerSecond
24368,2050,1,2.8000,4.1000,24368,0,500,0.9135,1,0.9135,47364.1580
2107,2050,1,2.8000,4.1000,2107,0,500,0.8871,1,0.8871,250229.9896
31287,2050,2,2.8000,4.1000,6287,0,500,0.8378,1,0.8600,41294.1539
59070,2050,3,2.8000,4.1000,9070,0,500,0.9165,1,0.9183,33153.7944
38370,2050,2,2.8000,4.1000,13370,0,500,0.9178,1,0.9115,38450.1611
7132,2050,1,2.8000,4.1000,7132,0,500,0.8980,1,0.8980,100777.6604
10910,2050,1,2.8000,4.1000,10910,0,500,0.8531,1,0.8531,74850.4564
37741,2050,2,2.8000,4.1000,12741,0,500,0.8864,1,0.9018,38805.0916
246711,2050,10,2.8000,4.1000,21711,0,500,0.9025,1,0.8532,25717.7229
7500000,2050,30,2.8000,4.1000,25000,0,500,0.9232,0,0.8621,24291.3265
87330,2050,4,2.8000,4.1000,12330,0,500,0.8629,1,0.8862,29576.3389
158588,2050,7,2.8000,4.1000,8588,0,500,0.8251,1,0.8709,27273.8933
38114,2050,2,2.8000,4.1000,13114,0,500,0.8973,1,0.9041,38345.2602
244839,2050,10,2.8000,4.1000,19839,0,500,0.8433,1,0.8665,25547.9769
390456,2050,16,2.8000,4.1000,15456,0,500,0.9177,1,0.8971,24767.6196
17036,2050,1,2.8000,4.1000,17036,0,500,0.8378,1,0.8378,57021.2332
623890,2050,25,2.8000,4.1000,23890,0,500,0.8628,1,0.8857,24485.9040
13396,2050,1,2.8000,4.1000,13396,0,500,0.8702,1,0.8702,61535.7355
162225,2050,7,2.8000,4.1000,12225,0,500,0.8505,1,0.8637,27092.2556
3064,2050,1,2.8000,4.1000,3064,0,500,0.8582,1,0.8582,178274.7698
42946,2050,2,2.8000,4.1000,17946,0,500,0.9185,1,0.9279,37157.6173
11026,2050,1,2.8000,4.1000,11026,0,500,0.8973,1,0.8973,74568.6242
59512,2050,3,2.8000,4.1000,9512,0,500,0.8628,1,0.8738,32875.9196
157507,2050,7,2.8000,4.1000,7507,0,500,0.8879,1,0.8776,27007.9949
7521,2050,1,2.8000,4.1000,7521,0,500,0.8410,1,0.8410,95267.8340
23195,2050,1,2.8000,4.1000,23195,0,500,0.8855,1,0.8855,48097.5619
20003,2050,1,2.8000,4.1000,20003,0,500,0.8916,1,0.8916,52920.6351
70807,2050,3,2.8000,4.1000,20807,0,500,0.8067,1,0.8835,31371.4748
189788,2050,8,2.8000,4.1000,14788,0,500,0.8397,1,0.8716,26454.7764
7500000,2050,30,2.8000,4.1000,25000,0,500,0.8816,0,0.8679,24249.7110
9781,2050,1,2.8000,4.1000,9781,0,500,0.8787,1,0.8787,82048.9257
2512,2050,1,2.8000,4.1000,2512,0,500,0.8632,1,0.8632,214113.5080
14125,2050,1,2.8000,4.1000,14125,0,500,0.8638,1,0.8638,62357.1074
32698,2050,2,2.8000,4.1000,7698,0,500,0.8720,1,0.8473,41054.9766
6627,2050,1,2.8000,4.1000,6627,0,500,0.7851,1,0.7851,105929.2177
9804,2050,1,2.8000,4.1000,9804,0,500,0.8293,1,0.8293,79289.6324
7250000,2050,29,2.8000,4.1000,25000,0,500,0.7961,0,0.8458,23939.1705
73220,2050,3,2.8000,4.1000,23220,0,500,0.8762,1,0.8644,31618.9044
43740,2050,2,2.8000,4.1000,18740,0,500,0.9342,1,0.9209,36618.3746
571183,2050,23,2.8000,4.1000,21183,0,500,0.9090,1,0.9009,24530.4661
5190,2050,1,2.8000,4.1000,5190,0,500,0.7533,1,0.7533,120235.5199
37678,2050,2,2.8000,4.1000,12678,0,500,0.8986,1,0.8944,38803.7946
148903,2050,6,2.8000,4.1000,23903,0,500,0.9208,1,0.8390,27170.7502
258608,2050,11,2.8000,4.1000,8608,0,500,0.9022,1,0.8804,25907.5050
7772,2050,1,2.8000,4.1000,7772,0,500,0.8982,1,0.8982,95375.0945
29707,2050,2,2.8000,4.1000,4707,0,500,0.8755,1,0.8553,42304.8276
21831,2050,1,2.8000,4.1000,21831,0,500,0.8902,1,0.8902,51091.6681
68779,2050,3,2.8000,4.1000,18779,0,500,0.8841,1,0.8840,31959.5302
641424,2050,26,2.8000,4.1000,16424,0,500,0.9004,1,0.8743,24199.4819
12457,2050,1,2.8000,4.1000,12457,0,500,0.8896,1,0.8896,69698.3058
13120,2050,1,2.8000,4.1000,13120,0,500,0.9134,1,0.9134,68464.7975
10717,2050,1,2.8000,4.1000,10717,0,500,0.8811,1,0.8811,77026.0851
414478,2050,17,2.8000,4.1000,14478,0,500,0.8938,1,0.8827,24874.8284
31458,2050,2,2.8000,4.1000,6458,0,500,0.8971,1,0.8754,42813.2970
16094,2050,1,2.8000,4.1000,16094,0,500,0.8787,1,0.8787,59318.5514
57277,2050,3,2.8000,4.1000,7277,0,500,0.8725,1,0.8638,32822.9904
552796,2050,23,2.8000,4.1000,2796,0,500,0.8768,1,0.8883,24378.7984
45893,2050,2,2.8000,4.1000,20893,0,500,0.8948,1,0.8989,36636.6416
22309,2050,1,2.8000,4.1000,22309,0,500,0.9075,1,0.9075,49775.1353
1882,2050,1,2.8000,4.1000,1882,0,500,0.8622,1,0.8622,268101.1524
12133,2050,1,2.8000,4.1000,12133,0,500,0.8585,1,0.8585,68815.8332
27063,2050,2,2.8000,4.1000,2063,0,500,0.8506,1,0.8667,44207.3696
91967,2050,4,2.8000,4.1000,16967,0,500,0.9048,1,0.8643,29637.1967
17200,2050,1,2.8000,4.1000,17200,0,500,0.8851,1,0.8851,57679.0829
2679,2050,1,2.8000,4.1000,2679,0,500,0.8851,1,0.8851,206907.1267
36918,2050,2,2.8000,4.1000,11918,0,500,0.9296,1,0.9220,37780.0856
10338,2050,1,2.8000,4.1000,10338,0,500,0.8871,1,0.8871,77201.9445
16269,2050,1,2.8000,4.1000,16269,0,500,0.8640,1,0.8640,59203.9382
318073,2050,13,2.8000,4.1000,18073,0,500,0.9162,1,0.8851,25230.9286
31323,2050,2,2.8000,4.1000,6323,0,500,0.8834,1,0.8962,41360.1007
22975,2050,1,2.8000,4.1000,22975,0,500,0.8709,1,0.8709,48405.5636
45586,2050,2,2.8000,4.1000,20586,0,500,0.9054,1,0.8699,36124.9770
12167,2050,1,2.8000,4.1000,12167,0,500,0.9148,1,0.9148,70069.5558
36886,2050,2,2.8000,4.1000,11886,0,500,0.9073,1,0.9093,38927.0462
4808,2050,1,2.8000,4.1000,4808,0,500,0.8726,1,0.8726,134472.5256
11581,2050,1,2.8000,4.1000,11581,0,500,0.8519,1,0.8519,71120.8078
17025,2050,1,2.8000,4.1000,17025,0,500,0.8637,1,0.8637,56908.0491
4047,2050,1,2.8000,4.1000,4047,0,500,0.8626,1,0.8626,153115.0340
183623,2050,8,2.8000,4.1000,8623,0,500,0.9050,1,0.8898,26441.3406
71426,2050,3,2.8000,4.1000,21426,0,500,0.9002,1,0.8448,31331.9187
112789,2050,5,2.8000,4.1000,12789,0,500,0.9014,1,0.8837,28855.4484
1279,2050,1,2.8000,4.1000,1279,0,500,0.8788,1,0.8788,360067.6700
2983,2050,1,2.8000,4.1000,2983,0,500,0.8689,1,0.8689,188277.5446
23881,2050,1,2.8000,4.1000,23881,0,500,0.9017,1,0.9017,47822.1926
4814,2050,1,2.8000,4.1000,4814,0,500,0.8473,1,0.8473,131557.5249
4891,2050,1,2.8000,4.1000,4891,0,500,0.8594,1,0.8594,128492.1149
97700,2050,4,2.8000,4.1000,22700,0,500,0.9130,1,0.8918,29163.6532
7045,2050,1,2.8000,4.1000,7045,0,500,0.8716,1,0.8716,102320.6576
12567,2050,1,2.8000,4.1000,12567,0,500,0.8748,1,0.8748,68377.5370
6679,2050,1,2.8000,4.1000,6679,0,500,0.8318,1,0.8318,105209.4717
117213,2050,5,2.8000,4.1000,17213,0,500,0.8579,1,0.8973,28568.4761
11115,2050,1,2.8000,4.1000,11115,0,500,0.9130,1,0.9130,75628.5671
20139,2050,1,2.8000,4.1000,20139,0,500,0.8740,1,0.8740,51981.7088
7500000,2050,30,2.8000,4.1000,25000,0,500,0.8215,0,0.8603,24995.5001
166628,2050,7,2.8000,4.1000,16628,0,500,0.8028,1,0.8510,26760.4370
3214,2050,1,2.8000,4.1000,3214,0,500,0.8806,1,0.8806,177410.4509
20845,2050,1,2.8000,4.1000,20845,0,500,0.7613,1,0.7613,51064.0114
9233,2050,1,2.8000,4.1000,9233,0,500,0.8854,1,0.8854,84349.4067
181108,2050,8,2.8000,4.1000,6108,0,500,0.8896,1,0.8595,26690.6093
73162,2050,3,2.8000,4.1000,23162,0,500,0.9300,1,0.8865,31294.6165
9508,2050,1,2.8000,4.1000,9508,0,500,0.8669,1,0.8669,82132.5170
9282,2050,1,2.8000,4.1000,9282,0,500,0.8286,1,0.8286,82452.4814
35892,2050,2,2.8000,4.1000,10892,0,500,0.8786,1,0.8906,39325.1157
15370,2050,1,2.8000,4.1000,15370,0,500,0.8947,1,0.8947,60850.6060
7952,2050,1,2.8000,4.1000,7952,0,500,0.8967,1,0.8967,91541.7264
8425,2050,1,2.8000,4.1000,8425,0,500,0.8947,1,0.8947,89803.1181
121508,2050,5,2.8000,4.1000,21508,0,500,0.9021,1,0.9097,28053.5240
88466,2050,4,2.8000,4.1000,13466,0,500,0.8947,1,0.8650,29093.8703
21656,2050,1,2.8000,4.1000,21656,0,500,0.8523,1,0.8523,51396.6344
14294,2050,1,2.8000,4.1000,14294,0,500,0.8859,1,0.8859,66219.0142
74820,2050,3,2.8000,4.1000,24820,0,500,0.7613,1,0.8695,30957.9695
48963,2050,2,2.8000,4.1000,23963,0,500,0.8829,1,0.8752,35104.6783
7750000,2050,31,2.8000,4.1000,25000,0,500,0.8991,0,0.8622,25674.2407
13415,2050,1,2.8000,4.1000,13415,0,500,0.8350,1,0.8350,73737.6725
32819,2050,2,2.8000,4.1000,7819,0,500,0.9292,1,0.9082,40742.0039
28751,2050,2,2.8000,4.1000,3751,0,500,0.9232,1,0.8836,43518.8211
541338,2050,22,2.8000,4.1000,16338,0,500,0.9050,1,0.9038,25553.6176
19269,2050,1,2.8000,4.1000,19269,0,500,0.9066,1,0.9066,58452.9798
29069,2050,2,2.8000,4.1000,4069,0,500,0.9015,1,0.8924,42675.1610
468657,2050,19,2.8000,4.1000,18657,0,500,0.8430,1,0.8978,25477.8968
8018,2050,1,2.8000,4.1000,8018,0,500,0.8629,1,0.8629,97932.7813
23751,2050,1,2.8000,4.1000,23751,0,500,0.8949,1,0.8949,50420.9373
289839,2050,12,2.8000,4.1000,14839,0,500,0.8900,1,0.8750,26032.4445
108685,2050,5,2.8000,4.1000,8685,0,500,0.8901,1,0.8705,30095.5458
44784,2050,2,2.8000,4.1000,19784,0,500,0.9004,1,0.8944,37404.2433
447262,2050,18,2.8000,4.1000,22262,0,500,0.8833,1,0.8963,26877.8571
6527,2050,1,2.8000,4.1000,6527,0,500,0.9081,1,0.9081,106858.4635
10040,2050,1,2.8000,4.1000,10040,0,500,0.8679,1,0.8679,80065.6855
114184,2050,5,2.8000,4.1000,14184,0,500,0.8712,1,0.8590,28779.6743
20167,2050,1,2.8000,4.1000,20167,0,500,0.9144,1,0.9144,55579.8790
5871,2050,1,2.8000,4.1000,5871,0,500,0.8674,1,0.8674,116864.3934
33555,2050,2,2.8000,4.1000,8555,0,500,0.8726,1,0.8877,40482.9038
60698,2050,3,2.8000,4.1000,10698,0,500,0.8879,1,0.8631,32638.2574
15539,2050,1,2.8000,4.1000,15539,0,500,0.8927,1,0.8927,61729.1753
40476,2050,2,2.8000,4.1000,15476,0,500,0.8987,1,0.8522,36527.1760
6043,2050,1,2.8000,4.1000,6043,0,500,0.9038,1,0.9038,115115.7836
739257,2050,30,2.8000,4.1000,14257,0,500,0.8684,1,0.8892,25804.2874
5810,2050,1,2.8000,4.1000,5810,0,500,0.8782,1,0.8782,126506.6140
62162,2050,3,2.8000,4.1000,12162,0,500,0.9111,1,0.9103,32348.2285
41013,2050,2,2.8000,4.1000,16013,0,500,0.8023,1,0.8356,37618.3514
14982,2050,1,2.8000,4.1000,14982,0,500,0.8923,1,0.8923,62841.9841
69761,2050,3,2.8000,4.1000,19761,0,500,0.9322,1,0.9167,33024.3391
23187,2050,1,2.9000,4.1000,23187,0,500,0.8359,1,0.8359,45622.4102
38429,2050,2,2.9000,4.1000,13429,0,500,0.8759,1,0.8706,39024.8827
213966,2050,9,2.9000,4.1000,13966,0,500,0.8810,1,0.8735,26236.6487
16352,2050,1,2.9000,4.1000,16352,0,500,0.8910,1,0.8910,58248.2748
635594,2050,26,2.9000,4.1000,10594,0,500,0.8507,1,0.8625,24118.3940
36443,2050,2,2.9000,4.1000,11443,0,500,0.8882,1,0.8787,39194.9177
8251,2050,1,2.9000,4.1000,8251,0,500,0.8445,1,0.8445,91784.0762
23748,2050,1,2.9000,4.1000,23748,0,500,0.9194,1,0.9194,48409.7221
4661,2050,1,2.9000,4.1000,4661,0,500,0.9042,1,0.9042,123518.4124
4757,2050,1,2.9000,4.1000,4757,0,500,0.8588,1,0.8588,135864.9646
68006,2050,3,2.9000,4.1000,18006,0,500,0.8062,1,0.8397,31698.8222
71717,2050,3,2.9000,4.1000,21717,0,500,0.9013,1,0.8679,31281.6235
6457,2050,1,2.9000,4.1000,6457,0,500,0.8328,1,0.8328,105930.3056
7819,2050,1,2.9000,4.1000,7819,0,500,0.8605,1,0.8605,95466.3035
114325,2050,5,2.9000,4.1000,14325,0,500,0.8713,1,0.8713,28280.1158
112522,2050,5,2.9000,4.1000,12522,0,500,0.8824,1,0.8902,28347.3362
36591,2050,2,2.9000,4.1000,11591,0,500,0.8780,1,0.8477,38907.0331
9644,2050,1,2.9000,4.1000,9644,0,500,0.8902,1,0.8902,82459.6265
107371,2050,5,2.9000,4.1000,7371,0,500,0.8959,1,0.8867,28916.0609
15065,2050,1,2.9000,4.1000,15065,0,500,0.8866,1,0.8866,62310.4681
87073,2050,4,2.9000,4.1000,12073,0,500,0.8877,1,0.8743,29924.0391
37497,2050,2,2.9000,4.1000,12497,0,500,0.8857,1,0.8516,38801.3402
233882,2050,10,2.9000,4.1000,8882,0,500,0.7883,1,0.8679,25645.1676
28469,2050,2,2.9000,4.1000,3469,0,500,0.8497,1,0.8808,43193.0610
6914,2050,1,2.9000,4.1000,6914,0,500,0.8876,1,0.8876,101939.9312
7250000,2050,29,2.9000,4.1000,25000,0,500,0.9088,0,0.8606,24126.0923
14158,2050,1,2.9000,4.1000,14158,0,500,0.9046,1,0.9046,62348.3173
162124,2050,7,2.9000,4.1000,12124,0,500,0.9089,1,0.8941,26856.6432
155023,2050,7,2.9000,4.1000,5023,0,500,0.8980,1,0.8832,26536.8339
11698,2050,1,2.9000,4.1000,11698,0,500,0.8852,1,0.8852,71688.0208
513455,2050,21,2.9000,4.1000,13455,0,500,0.8318,1,0.8675,24224.3839
15770,2050,1,2.9000,4.1000,15770,0,500,0.8499,1,0.8499,57792.2684
333618,2050,14,2.9000,4.1000,8618,0,500,0.8071,1,0.8729,24984.1467
45463,2050,2,2.9000,4.1000,20463,0,500,0.8211,1,0.7942,35887.1154
58422,2050,3,2.9000,4.1000,8422,0,500,0.8875,1,0.8825,32803.3408
161172,2050,7,2.9000,4.1000,11172,0,500,0.9025,1,0.8686,26863.4577
5499,2050,1,2.9000,4.1000,5499,0,500,0.8868,1,0.8868,112837.1101
24270,2050,1,2.9000,4.1000,24270,0,500,0.8948,1,0.8948,46626.3529
13260,2050,1,2.9000,4.1000,13260,0,500,0.7802,1,0.7802,63837.7039
5707,2050,1,2.9000,4.1000,5707,0,500,0.8742,1,0.8742,119164.4558
36654,2050,2,2.9000,4.1000,11654,0,500,0.8868,1,0.8937,38067.7926
618128,2050,25,2.9000,4.1000,18128,0,500,0.8334,1,0.8783,24211.0097
149993,2050,6,2.9000,4.1000,24993,0,500,0.8849,1,0.8662,27317.4638
5542,2050,1,2.9000,4.1000,5542,0,500,0.8676,1,0.8676,121032.2149
65965,2050,3,2.9000,4.1000,15965,0,500,0.8722,1,0.8756,31928.3704
4296,2050,1,2.9000,4.1000,4296,0,500,0.9015,1,0.9015,141304.5648
48608,2050,2,2.9000,4.1000,23608,0,500,0.8759,1,0.8961,35495.2641
186542,2050,8,2.9000,4.1000,11542,0,500,0.8949,1,0.9009,26509.2197
68832,2050,3,2.9000,4.1000,18832,0,500,0.8206,1,0.8499,32167.3577
20022,2050,1,2.9000,4.1000,20022,0,500,0.8327,1,0.8327,50003.6555
4322,2050,1,2.9000,4.1000,4322,0,500,0.8825,1,0.8825,145097.6894
15283,2050,1,2.9000,4.1000,15283,0,500,0.8885,1,0.8885,60231.4903
40750,2050,2,2.9000,4.1000,15750,0,500,0.8099,1,0.8261,37663.1796
14622,2050,1,2.9000,4.1000,14622,0,500,0.8743,1,0.8743,62196.0684
7250000,2050,29,2.9000,4.1000,25000,0,500,0.8672,0,0.8409,23989.4308
39516,2050,2,2.9000,4.1000,14516,0,500,0.9077,1,0.9043,38045.6704
66733,2050,3,2.9000,4.1000,16733,0,500,0.8564,1,0.8678,32140.9411
11805,2050,1,2.9000,4.1000,11805,0,500,0.8963,1,0.8963,71507.9483
69270,2050,3,2.9000,4.1000,19270,0,500,0.8703,1,0.8749,32240.1239
20677,2050,1,2.9000,4.1000,20677,0,500,0.8867,1,0.8867,52476.8370
11061,2050,1,2.9000,4.1000,11061,0,500,0.8666,1,0.8666,74762.3788
12801,2050,1,2.9000,4.1000,12801,0,500,0.8532,1,0.8532,65480.4330
66570,2050,3,2.9000,4.1000,16570,0,500,0.8852,1,0.8777,32070.1510
256819,2050,11,2.9000,4.1000,6819,0,500,0.9022,1,0.8771,25725.7929
61716,2050,3,2.9000,4.1000,11716,0,500,0.8589,1,0.8535,32577.2089
15721,2050,1,2.9000,4.1000,15721,0,500,0.8942,1,0.8942,60465.6357
211067,2050,9,2.9000,4.1000,11067,0,500,0.8405,1,0.8597,26158.4406
66355,2050,3,2.9000,4.1000,16355,0,500,0.8815,1,0.8761,32163.5958
11015,2050,1,2.9000,4.1000,11015,0,500,0.8394,1,0.8394,73239.3216
7250000,2050,29,2.9000,4.1000,25000,0,500,0.9245,0,0.8561,24016.9325
219652,2050,9,2.9000,4.1000,19652,0,500,0.8229,1,0.8671,25385.1099
7050,2050,1,2.9000,4.1000,7050,0,500,0.8862,1,0.8862,100761.8131
3485,2050,1,2.9000,4.1000,3485,0,500,0.8576,1,0.8576,174086.0727
158828,2050,7,2.9000,4.1000,8828,0,500,0.8688,1,0.8654,26842.9559
11149,2050,1,2.9000,4.1000,11149,0,500,0.8733,1,0.8733,75057.5706
93094,2050,4,2.9000,4.1000,18094,0,500,0.9134,1,0.8683,29623.2381
4940,2050,1,2.9000,4.1000,4940,0,500,0.8332,1,0.8332,135553.9623
79088,2050,4,2.9000,4.1000,4088,0,500,0.8755,1,0.8574,30619.5984
32611,2050,2,2.9000,4.1000,7611,0,500,0.8929,1,0.8692,40632.3811
3268,2050,1,2.9000,4.1000,3268,0,500,0.8384,1,0.8384,181838.5991
5338,2050,1,2.9000,4.1000,5338,0,500,0.8922,1,0.8922,124457.3326
45631,2050,2,2.9000,4.1000,20631,0,500,0.8699,1,0.8750,36741.7546
220574,2050,9,2.9000,4.1000,20574,0,500,0.9045,1,0.9000,26126.7356
289769,2050,12,2.9000,4.1000,14769,0,500,0.8548,1,0.8810,25488.0235
3580,2050,1,2.9000,4.1000,3580,0,500,0.8671,1,0.8671,169239.5343
41807,2050,2,2.9000,4.1000,16807,0,500,0.8897,1,0.8503,37354.2245
92243,2050,4,2.9000,4.1000,17243,0,500,0.8849,1,0.8894,29450.8596
38515,2050,2,2.9000,4.1000,13515,0,500,0.8709,1,0.8515,38513.5262
3725,2050,1,2.9000,4.1000,3725,0,500,0.9065,1,0.9065,163301.9227
67190,2050,3,2.9000,4.1000,17190,0,500,0.8632,1,0.8611,32278.5851
67792,2050,3,2.9000,4.1000,17792,0,500,0.9174,1,0.9061,31914.2896
90219,2050,4,2.9000,4.1000,15219,0,500,0.8832,1,0.8425,29367.4131
22755,2050,1,2.9000,4.1000,22755,0,500,0.8911,1,0.8911,49227.2505
96625,2050,4,2.9000,4.1000,21625,0,500,0.8824,1,0.8897,29533.2532
37783,2050,2,2.9000,4.1000,12783,0,500,0.8877,1,0.8321,38783.1146
9653,2050,1,2.9000,4.1000,9653,0,500,0.9148,1,0.9148,75220.2816
57465,2050,3,2.9000,4.1000,7465,0,500,0.8759,1,0.8729,33536.8732
56859,2050,3,2.9000,4.1000,6859,0,500,0.8880,1,0.8199,32388.4402
3561,2050,1,2.9000,4.1000,3561,0,500,0.8587,1,0.8587,170562.9402
83865,2050,4,2.9000,4.1000,8865,0,500,0.9092,1,0.8949,30132.6296
115304,2050,5,2.9000,4.1000,15304,0,500,0.9083,1,0.8725,28693.4313
47080,2050,2,2.9000,4.1000,22080,0,500,0.8707,1,0.8777,36166.3402
7500000,2050,30,2.9000,4.1000,25000,0,500,0.9123,0,0.8303,24342.7540
52070,2050,3,2.9000,4.1000,2070,0,500,0.8630,1,0.8487,34125.1739
211427,2050,9,2.9000,4.1000,11427,0,500,0.8588,1,0.8737,26124.3805
55818,2050,3,2.9000,4.1000,5818,0,500,0.8970,1,0.8838,33919.8317
124133,2050,5,2.9000,4.1000,24133,0,500,0.8715,1,0.8783,27780.1933
35677,2050,2,2.9000,4.1000,10677,0,500,0.8339,1,0.8471,39216.1606
61959,2050,3,2.9000,4.1000,11959,0,500,0.8811,1,0.8760,32181.8869
41566,2050,2,2.9000,4.1000,16566,0,500,0.9093,1,0.8898,37203.8548
144793,2050,6,2.9000,4.1000,19793,0,500,0.8799,1,0.8829,27326.6940
7500000,2050,30,2.9000,4.1000,25000,0,500,0.8924,0,0.8478,24454.6836
123700,2050,5,2.9000,4.1000,23700,0,500,0.9118,1,0.8891,27756.9117
6003,2050,1,2.9000,4.1000,6003,0,500,0.8762,1,0.8762,114483.9366
58180,2050,3,2.9000,4.1000,8180,0,500,0.8930,1,0.8484,33619.6828
6375,2050,1,2.9000,4.1000,6375,0,500,0.8716,1,0.8716,108568.2106
22362,2050,1,2.9000,4.1000,22362,0,500,0.8860,1,0.8860,49532.1517
63274,2050,3,2.9000,4.1000,13274,0,500,0.8791,1,0.8723,32394.3620
47043,2050,2,2.9000,4.1000,22043,0,500,0.8747,1,0.8562,35932.8395
87143,2050,4,2.9000,4.1000,12143,0,500,0.8986,1,0.8852,29972.0896
184005,2050,8,2.9000,4.1000,9005,0,500,0.8756,1,0.8640,26720.5848
54056,2050,3,2.9000,4.1000,4056,0,500,0.8474,1,0.8699,34194.1554
14745,2050,1,2.9000,4.1000,14745,0,500,0.8478,1,0.8478,63922.2624
224817,2050,9,2.9000,4.1000,24817,0,500,0.8890,1,0.8999,26017.6581
7250000,2050,29,2.9000,4.1000,25000,0,500,0.8670,0,0.8534,24154.9964
137299,2050,6,2.9000,4.1000,12299,0,500,0.8699,1,0.8823,28204.1985
8000000,2050,32,2.9000,4.1000,25000,0,500,0.8816,0,0.8614,26514.3942
71505,2050,3,2.9000,4.1000,21505,0,500,0.9071,1,0.8746,35032.7718
74807,2050,3,2.9000,4.1000,24807,0,500,0.8522,1,0.8765,31093.5068
3389,2050,1,2.9000,4.1000,3389,0,500,0.8629,1,0.8629,172653.8317
4478,2050,1,2.9000,4.1000,4478,0,500,0.8749,1,0.8749,143474.4641
55249,2050,3,2.9000,4.1000,5249,0,500,0.8773,1,0.8792,34234.1825
35007,2050,2,2.9000,4.1000,10007,0,500,0.8283,1,0.8399,39912.4009
5034,2050,1,2.9000,4.1000,5034,0,500,0.9028,1,0.9028,130648.8236
20035,2050,1,2.9000,4.1000,20035,0,500,0.9078,1,0.9078,51858.5545
19426,2050,1,2.9000,4.1000,19426,0,500,0.8906,1,0.8906,54014.3452
143451,2050,6,2.9000,4.1000,18451,0,500,0.8558,1,0.8522,27174.9060
82988,2050,4,2.9000,4.1000,7988,0,500,0.8983,1,0.9029,30446.5986
55351,2050,3,2.9000,4.1000,5351,0,500,0.8933,1,0.8916,34134.8852
2681,2050,1,2.9000,4.1000,2681,0,500,0.8800,1,0.8800,208133.5773
174315,2050,7,2.9000,4.1000,24315,0,500,0.8871,1,0.8675,26683.6830
14264,2050,1,2.9000,4.1000,14264,0,500,0.8848,1,0.8848,63775.6877
7028,2050,1,2.9000,4.1000,7028,0,500,0.8680,1,0.8680,103102.4473
19118,2050,1,2.9000,4.1000,19118,0,500,0.8948,1,0.8948,53182.9117
60245,2050,3,2.9000,4.1000,10245,0,500,0.8904,1,0.8669,32457.6855
57650,2050,3,2.9000,4.1000,7650,0,500,0.8720,1,0.8904,33117.0988
71223,2050,3,2.9000,4.1000,21223,0,500,0.8919,1,0.9002,31604.2102
76802,2050,4,2.9000,4.1000,1802,0,500,0.8589,1,0.8780,30629.8173
7020,2050,1,2.9000,4.1000,7020,0,500,0.8638,1,0.8638,102029.9493
9098,2050,1,2.9000,4.1000,9098,0,500,0.8859,1,0.8859,84868.2197
16185,2050,1,2.9000,4.1000,16185,0,500,0.8530,1,0.8530,58012.4158
6865,2050,1,2.9000,4.1000,6865,0,500,0.8690,1,0.8690,99156.3068
591623,2050,24,2.9000,4.1000,16623,0,500,0.8807,1,0.8960,24199.7245
11859,2050,1,2.9000,4.1000,11859,0,500,0.9091,1,0.9091,75013.4168
14570,2050,1,2.9000,4.1000,14570,0,500,0.8948,1,0.8948,65917.1905
83003,2050,4,2.9000,4.1000,8003,0,500,0.8781,1,0.8918,31507.0620
3245,2050,1,2.9000,4.1000,3245,0,500,0.8547,1,0.8547,179687.9966
11431,2050,1,2.9000,4.1000,11431,0,500,0.8068,1,0.8068,69910.8236
5993,2050,1,2.9000,4.1000,5993,0,500,0.8418,1,0.8418,114078.8144
119051,2050,5,2.9000,4.1000,19051,0,500,0.8582,1,0.8681,28108.4485
5660,2050,1,2.9000,4.1000,5660,0,500,0.8800,1,0.8800,118427.7342
106445,2050,5,2.9000,4.1000,6445,0,500,0.9077,1,0.8415,28703.0081
523094,2050,21,2.9000,4.1000,23094,0,500,0.8638,1,0.8790,24764.2369
2348,2050,1,2.9000,4.1000,2348,0,500,0.8886,1,0.8886,235242.8514
39129,2050,2,2.9000,4.1000,14129,0,500,0.8491,1,0.8353,38051.6264
7500000,2050,30,2.9000,4.1000,25000,0,500,0.9208,0,0.8689,24556.7648
34380,2050,2,2.9000,4.1000,9380,0,500,0.8716,1,0.8835,43121.5331
18189,2050,1,2.9000,4.1000,18189,0,500,0.8375,1,0.8375,60817.0144
34977,2050,2,2.9000,4.1000,9977,0,500,0.8501,1,0.8531,39524.5727
315950,2050,13,2.9000,4.1000,15950,0,500,0.8709,1,0.8798,24735.2740
131575,2050,6,2.9000,4.1000,6575,0,500,0.9096,1,0.8855,28145.3385
14734,2050,1,2.9000,4.1000,14734,0,500,0.8597,1,0.8597,63495.2683
7500000,2050,30,2.9000,4.1000,25000,0,500,0.8976,0,0.8693,24441.9403
7802,2050,1,2.9000,4.1000,7802,0,500,0.8938,1,0.8938,102583.3899
23035,2050,1,2.9000,4.1000,23035,0,500,0.8977,1,0.8977,52232.0125
20595,2050,1,2.9000,4.1000,20595,0,500,0.8672,1,0.8672,54978.7018
9897,2050,1,2.9000,4.1000,9897,0,500,0.8764,1,0.8764,80044.7924
529099,2050,22,2.9000,4.1000,4099,0,500,0.8901,1,0.8874,24733.3567
298331,2050,12,2.9000,4.1000,23331,0,500,0.9131,1,0.8837,27203.2747
38065,2050,2,2.9000,4.1000,13065,0,500,0.8580,1,0.8047,42916.5826
71185,2050,3,2.9000,4.1000,21185,0,500,0.8345,1,0.8776,31066.1576
