totalFlips,lastRunEntropy,tries,earlyRestarts,variables,flipsPerSecond,entropy,flips,cb,minEntropy,ratio,sat,clauses
132975,0.9174,6,0,500,27675.5615,1.0549,7975,2.3800,0.0000,4.2000,1,2100
138623,0.8972,6,0,500,27688.3655,1.2010,13623,2.3800,0.0000,4.2000,1,2100
70881,0.9176,3,0,500,31407.3499,1.0312,20881,2.3800,0.0000,4.2000,1,2100
16652,0.9067,1,0,500,57503.7640,0.9067,16652,2.3800,0.0000,4.2000,1,2100
4495,0.9059,1,0,500,141424.5646,0.9059,4495,2.3800,0.0000,4.2000,1,2100
2952,0.8660,1,0,500,198708.4630,0.8660,2952,2.3800,0.0000,4.2000,1,2100
94156,0.9156,4,0,500,29212.0772,1.1407,19156,2.3800,0.0000,4.2000,1,2100
138281,0.9310,6,0,500,26921.2485,1.1991,13281,2.3800,0.0000,4.2000,1,2100
14126,0.9344,1,0,500,62526.9905,0.9344,14126,2.3800,0.0000,4.2000,1,2100
131479,0.9301,6,0,500,27539.9327,1.1918,6479,2.3800,0.0000,4.2000,1,2100
37083,0.9112,2,0,500,38725.0318,1.0802,12083,2.3800,0.0000,4.2000,1,2100
23293,0.9457,1,0,500,47617.7825,0.9457,23293,2.3800,0.0000,4.2000,1,2100
5000000,1.1993,20,0,500,24171.1730,1.1700,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2848,20,0,500,24409.1386,1.1704,25000,2.3800,0.0000,4.2000,0,2100
411731,0.9085,17,0,500,24225.2153,1.2146,11731,2.3800,0.0000,4.2000,1,2100
5000000,1.1637,20,0,500,24295.7371,1.1677,25000,2.3800,0.0000,4.2000,0,2100
18367,0.9089,1,0,500,54526.8196,0.9089,18367,2.3800,0.0000,4.2000,1,2100
5000000,1.2292,20,0,500,24494.6874,1.2007,25000,2.3800,0.0000,4.2000,0,2100
65254,0.8954,3,0,500,32203.6773,1.1534,15254,2.3800,0.0000,4.2000,1,2100
10416,0.8880,1,0,500,77918.4622,0.8880,10416,2.3800,0.0000,4.2000,1,2100
5000000,1.2887,20,0,500,24639.4677,1.1834,25000,2.3800,0.0000,4.2000,0,2100
10894,0.9222,1,0,500,74564.0196,0.9222,10894,2.3800,0.0000,4.2000,1,2100
66143,0.9054,3,0,500,32261.2875,1.0863,16143,2.3800,0.0000,4.2000,1,2100
109851,0.9125,5,0,500,28542.8573,1.1920,9851,2.3800,0.0000,4.2000,1,2100
5846,0.9162,1,0,500,116345.3136,0.9162,5846,2.3800,0.0000,4.2000,1,2100
122919,0.9378,5,0,500,28242.4778,1.1904,22919,2.3800,0.0000,4.2000,1,2100
5000000,0.9149,20,0,500,24479.0659,1.1551,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1344,20,0,500,24500.2730,1.1671,25000,2.3800,0.0000,4.2000,0,2100
15483,0.9077,1,0,500,59550.2496,0.9077,15483,2.3800,0.0000,4.2000,1,2100
5000000,1.2764,20,0,500,24423.4344,1.1603,25000,2.3800,0.0000,4.2000,0,2100
62760,0.9176,3,0,500,31977.9039,1.1577,12760,2.3800,0.0000,4.2000,1,2100
314377,0.9313,13,0,500,25104.3579,1.0042,14377,2.3800,0.0000,4.2000,1,2100
5000000,1.1616,20,0,500,24330.2051,1.1337,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2225,20,0,500,24464.8235,1.1637,25000,2.3800,0.0000,4.2000,0,2100
65542,0.9254,3,0,500,32228.9221,1.1312,15542,2.3800,0.0000,4.2000,1,2100
61928,0.9134,3,0,500,32552.9713,1.1237,11928,2.3800,0.0000,4.2000,1,2100
5000000,1.2608,20,0,500,24511.1078,1.1354,25000,2.3800,0.0000,4.2000,0,2100
14803,0.9249,1,0,500,62263.8269,0.9249,14803,2.3800,0.0000,4.2000,1,2100
66888,0.9268,3,0,500,31789.1306,1.1613,16888,2.3800,0.0000,4.2000,1,2100
62244,0.9145,3,0,500,32674.0644,0.6755,12244,2.3800,0.0000,4.2000,1,2100
15086,0.9047,1,0,500,60544.8512,0.9047,15086,2.3800,0.0000,4.2000,1,2100
24743,0.9251,1,0,500,46782.0681,0.9251,24743,2.3800,0.0000,4.2000,1,2100
5000000,1.3120,20,0,500,24529.7031,1.1493,25000,2.3800,0.0000,4.2000,0,2100
5382,0.9011,1,0,500,123456.4178,0.9011,5382,2.3800,0.0000,4.2000,1,2100
5000000,1.1110,20,0,500,24508.6506,1.0898,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1761,20,0,500,24709.4371,1.1045,25000,2.3800,0.0000,4.2000,0,2100
13427,0.8957,1,0,500,65515.5674,0.8957,13427,2.3800,0.0000,4.2000,1,2100
5000000,1.0634,20,0,500,24492.7161,0.9715,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0682,20,0,500,24572.3741,1.0884,25000,2.3800,0.0000,4.2000,0,2100
7003,0.9204,1,0,500,102189.1953,0.9204,7003,2.3800,0.0000,4.2000,1,2100
5000000,1.2028,20,0,500,24382.7850,1.1555,25000,2.3800,0.0000,4.2000,0,2100
96394,0.9379,4,0,500,29027.0451,1.1957,21394,2.3800,0.0000,4.2000,1,2100
12970,0.9215,1,0,500,66651.0100,0.9215,12970,2.3800,0.0000,4.2000,1,2100
169870,0.9435,7,0,500,26492.0657,1.2270,19870,2.3800,0.0000,4.2000,1,2100
20464,0.9348,1,0,500,51684.8582,0.9348,20464,2.3800,0.0000,4.2000,1,2100
23668,0.9216,1,0,500,48523.9888,0.9216,23668,2.3800,0.0000,4.2000,1,2100
30692,0.9182,2,0,500,42256.7408,1.0866,5692,2.3800,0.0000,4.2000,1,2100
42075,0.9329,2,0,500,37055.6644,1.1202,17075,2.3800,0.0000,4.2000,1,2100
5000000,1.1697,20,0,500,24483.7442,1.1280,25000,2.3800,0.0000,4.2000,0,2100
10704,0.9085,1,0,500,76267.6850,0.9085,10704,2.3800,0.0000,4.2000,1,2100
11815,0.9051,1,0,500,71602.2696,0.9051,11815,2.3800,0.0000,4.2000,1,2100
9847,0.9305,1,0,500,79962.7710,0.9305,9847,2.3800,0.0000,4.2000,1,2100
44566,0.9391,2,0,500,36485.4254,1.0191,19566,2.3800,0.0000,4.2000,1,2100
5000000,1.2818,20,0,500,24225.9355,1.2049,25000,2.3800,0.0000,4.2000,0,2100
40692,0.9157,2,0,500,37156.3916,1.0839,15692,2.3800,0.0000,4.2000,1,2100
13428,0.9142,1,0,500,65355.2454,0.9142,13428,2.3800,0.0000,4.2000,1,2100
5000000,1.2269,20,0,500,24472.7117,1.1968,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3073,20,0,500,24381.0907,1.1693,25000,2.3800,0.0000,4.2000,0,2100
60641,0.8648,3,0,500,32362.2572,1.1196,10641,2.3800,0.0000,4.2000,1,2100
5000000,1.2319,20,0,500,24362.5887,1.1684,25000,2.3800,0.0000,4.2000,0,2100
36834,0.9439,2,0,500,38956.5985,1.0311,11834,2.3800,0.0000,4.2000,1,2100
88493,0.9288,4,0,500,29420.9390,1.1521,13493,2.3800,0.0000,4.2000,1,2100
9365,0.8414,1,0,500,84200.8316,0.8414,9365,2.3800,0.0000,4.2000,1,2100
47652,0.9149,2,0,500,34806.0271,1.1242,22652,2.3800,0.0000,4.2000,1,2100
3832,0.8968,1,0,500,158701.6392,0.8968,3832,2.3800,0.0000,4.2000,1,2100
5000000,1.2778,20,0,500,24221.7393,1.1759,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1585,20,0,500,24200.8142,1.1132,25000,2.3800,0.0000,4.2000,0,2100
8927,0.8929,1,0,500,85192.7352,0.8929,8927,2.3800,0.0000,4.2000,1,2100
166985,0.9400,7,0,500,26522.2723,1.2259,16985,2.3800,0.0000,4.2000,1,2100
29973,0.9121,2,0,500,42164.7283,1.0454,4973,2.3800,0.0000,4.2000,1,2100
5000000,1.2226,20,0,500,24605.2617,1.1323,25000,2.3800,0.0000,4.2000,0,2100
163488,0.9289,7,0,500,26776.4500,1.1750,13488,2.3800,0.0000,4.2000,1,2100
244857,0.8581,10,0,500,25895.5078,1.1787,19857,2.3800,0.0000,4.2000,1,2100
5000000,1.1658,20,0,500,24511.0648,1.1299,25000,2.3800,0.0000,4.2000,0,2100
23321,0.9054,1,0,500,48387.7389,0.9054,23321,2.3800,0.0000,4.2000,1,2100
161949,0.9167,7,0,500,26765.5932,1.2129,11949,2.3800,0.0000,4.2000,1,2100
235978,0.9174,10,0,500,25820.8420,1.2336,10978,2.3800,0.0000,4.2000,1,2100
5000000,1.3039,20,0,500,24451.1414,1.1756,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2116,20,0,500,24548.4487,1.1016,25000,2.3800,0.0000,4.2000,0,2100
97222,0.9088,4,0,500,28954.5483,1.1697,22222,2.3800,0.0000,4.2000,1,2100
39591,0.9407,2,0,500,37733.8291,1.1098,14591,2.3800,0.0000,4.2000,1,2100
5000000,1.1281,20,0,500,24655.8179,1.1604,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1272,20,0,500,24486.9672,1.1449,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1958,20,0,500,24497.3530,1.1353,25000,2.3800,0.0000,4.2000,0,2100
97025,0.9231,4,0,500,29460.1380,1.1788,22025,2.3800,0.0000,4.2000,1,2100
5000000,1.1754,20,0,500,24497.5928,1.1513,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2778,20,0,500,24438.5185,1.1450,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2722,20,0,500,24476.8653,1.1584,25000,2.3800,0.0000,4.2000,0,2100
18780,0.9294,1,0,500,54566.8372,0.9294,18780,2.3800,0.0000,4.2000,1,2100
67051,0.9246,3,0,500,31909.5070,1.1381,17051,2.3800,0.0000,4.2000,1,2100
80060,0.8894,4,0,500,30147.5964,1.1656,5060,2.3800,0.0000,4.2000,1,2100
5000000,1.2751,20,0,500,24690.9156,1.1315,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2806,20,0,500,24263.1148,1.1522,25000,2.3800,0.0000,4.2000,0,2100
218086,0.9390,9,0,500,25821.9915,1.2338,18086,2.3800,0.0000,4.2000,1,2100
5000000,1.2484,20,0,500,24359.7509,1.1615,25000,2.3800,0.0000,4.2000,0,2100
155316,0.9235,7,0,500,27026.8391,1.1722,5316,2.3800,0.0000,4.2000,1,2100
5000000,1.2147,20,0,500,24406.9898,1.0993,25000,2.3800,0.0000,4.2000,0,2100
121856,0.9351,5,0,500,27952.0454,1.1812,21856,2.3800,0.0000,4.2000,1,2100
8060,0.9024,1,0,500,89607.0540,0.9024,8060,2.3800,0.0000,4.2000,1,2100
119289,0.9093,5,0,500,28012.9651,1.2038,19289,2.3800,0.0000,4.2000,1,2100
215206,0.9371,9,0,500,25892.2912,1.1700,15206,2.3800,0.0000,4.2000,1,2100
19715,0.9224,1,0,500,52199.7730,0.9224,19715,2.3800,0.0000,4.2000,1,2100
5000000,1.2564,20,0,500,24359.1038,1.2409,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1718,20,0,500,24485.9926,1.1505,25000,2.3800,0.0000,4.2000,0,2100
420959,0.9131,17,0,500,24812.1782,1.2065,20959,2.3800,0.0000,4.2000,1,2100
5000000,1.2700,20,0,500,24503.5705,1.1387,25000,2.3800,0.0000,4.2000,0,2100
19684,0.9348,1,0,500,52602.4975,0.9348,19684,2.3800,0.0000,4.2000,1,2100
134519,0.9018,6,0,500,27515.2257,1.2148,9519,2.3800,0.0000,4.2000,1,2100
271090,0.9361,11,0,500,25470.5280,1.2169,21090,2.3800,0.0000,4.2000,1,2100
35234,0.9054,2,0,500,39512.3428,1.0834,10234,2.3800,0.0000,4.2000,1,2100
90814,0.8992,4,0,500,29561.4894,1.2014,15814,2.3800,0.0000,4.2000,1,2100
41038,0.9147,2,0,500,37687.4225,1.0584,16038,2.3800,0.0000,4.2000,1,2100
118484,0.9170,5,0,500,28032.8597,1.1742,18484,2.3800,0.0000,4.2000,1,2100
370321,0.9338,15,0,500,24891.9007,1.2261,20321,2.3800,0.0000,4.2000,1,2100
5146,0.9294,1,0,500,126229.4230,0.9294,5146,2.3800,0.0000,4.2000,1,2100
245698,0.9139,10,0,500,25699.2366,1.2358,20698,2.3800,0.0000,4.2000,1,2100
224489,0.9296,9,0,500,25967.2398,1.1681,24489,2.3800,0.0000,4.2000,1,2100
37552,0.9090,2,0,500,38456.5362,1.1212,12552,2.3800,0.0000,4.2000,1,2100
215136,0.9192,9,0,500,25672.3042,1.1980,15136,2.3800,0.0000,4.2000,1,2100
122452,0.8932,5,0,500,27890.6840,1.0955,22452,2.3800,0.0000,4.2000,1,2100
168984,0.9316,7,0,500,26555.1389,1.1930,18984,2.3800,0.0000,4.2000,1,2100
292334,0.9353,12,0,500,25019.2159,1.1530,17334,2.3800,0.0000,4.2000,1,2100
173894,0.9064,7,0,500,26495.8764,1.1835,23894,2.3800,0.0000,4.2000,1,2100
144327,0.9291,6,0,500,27305.4049,1.1628,19327,2.3800,0.0000,4.2000,1,2100
65269,0.9417,3,0,500,32006.2282,1.1355,15269,2.3800,0.0000,4.2000,1,2100
19759,0.9076,1,0,500,52798.4624,0.9076,19759,2.3800,0.0000,4.2000,1,2100
5000000,1.0550,20,0,500,24456.4553,1.1302,25000,2.3800,0.0000,4.2000,0,2100
6537,0.9041,1,0,500,103524.6022,0.9041,6537,2.3800,0.0000,4.2000,1,2100
33500,0.9116,2,0,500,40500.9968,1.0955,8500,2.3800,0.0000,4.2000,1,2100
5000000,1.1649,20,0,500,24545.0891,1.1737,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2255,20,0,500,24543.3575,1.1684,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2661,20,0,500,24384.8895,1.1761,25000,2.3800,0.0000,4.2000,0,2100
59237,0.9129,3,0,500,33266.3503,1.1516,9237,2.3800,0.0000,4.2000,1,2100
45101,0.9150,2,0,500,36397.2256,1.0778,20101,2.3800,0.0000,4.2000,1,2100
5000000,1.2253,20,0,500,24546.7758,1.1138,25000,2.3800,0.0000,4.2000,0,2100
17519,0.9183,1,0,500,55787.0927,0.9183,17519,2.3800,0.0000,4.2000,1,2100
92422,0.9326,4,0,500,29465.0816,1.2013,17422,2.3800,0.0000,4.2000,1,2100
2006,0.8822,1,0,500,253814.6211,0.8822,2006,2.3800,0.0000,4.2000,1,2100
183336,0.9228,8,0,500,25989.9217,1.1685,8336,2.3800,0.0000,4.2000,1,2100
38575,0.9168,2,0,500,37860.5286,1.0697,13575,2.3800,0.0000,4.2000,1,2100
5000000,1.1268,20,0,500,24486.7865,1.1123,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2682,20,0,500,24552.5422,1.1268,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0655,20,0,500,24362.8380,1.1162,25000,2.3800,0.0000,4.2000,0,2100
291168,0.9205,12,0,500,25170.5313,1.2094,16168,2.3800,0.0000,4.2000,1,2100
5000000,1.2962,20,0,500,24444.0646,1.1760,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1723,20,0,500,24366.3984,1.1449,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2333,20,0,500,24395.2357,1.1336,25000,2.3800,0.0000,4.2000,0,2100
23002,0.9129,1,0,500,48116.4547,0.9129,23002,2.3800,0.0000,4.2000,1,2100
20372,0.9308,1,0,500,51762.1507,0.9308,20372,2.3800,0.0000,4.2000,1,2100
5000000,1.1718,20,0,500,24292.6205,1.1587,25000,2.3800,0.0000,4.2000,0,2100
6233,0.8910,1,0,500,108939.0201,0.8910,6233,2.3800,0.0000,4.2000,1,2100
109448,0.8803,5,0,500,28407.2714,1.1646,9448,2.3800,0.0000,4.2000,1,2100
33070,0.8453,2,0,500,40395.0679,1.0722,8070,2.3800,0.0000,4.2000,1,2100
5000000,1.1430,20,0,500,24675.9591,1.1280,25000,2.3800,0.0000,4.2000,0,2100
117594,0.9119,5,0,500,28092.6756,1.1624,17594,2.3800,0.0000,4.2000,1,2100
5018,0.9053,1,0,500,129194.6894,0.9053,5018,2.3800,0.0000,4.2000,1,2100
8658,0.8993,1,0,500,87146.1508,0.8993,8658,2.3800,0.0000,4.2000,1,2100
181851,0.8794,8,0,500,26305.6722,1.2123,6851,2.3800,0.0000,4.2000,1,2100
5000000,1.2943,20,0,500,24446.9500,1.1952,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2685,20,0,500,24246.4760,1.1850,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2262,20,0,500,24494.7549,1.0670,25000,2.3800,0.0000,4.2000,0,2100
91807,0.9060,4,0,500,29561.4981,1.1540,16807,2.3800,0.0000,4.2000,1,2100
114287,0.9055,5,0,500,28256.4117,1.1355,14287,2.3800,0.0000,4.2000,1,2100
5000000,1.0663,20,0,500,24218.9529,1.2096,25000,2.3800,0.0000,4.2000,0,2100
4524,0.9013,1,0,500,137698.1461,0.9013,4524,2.3800,0.0000,4.2000,1,2100
5000000,1.2864,20,0,500,24397.7701,1.1621,25000,2.3800,0.0000,4.2000,0,2100
3742,0.9244,1,0,500,161989.8516,0.9244,3742,2.3800,0.0000,4.2000,1,2100
5000000,1.1888,20,0,500,24425.1574,1.2007,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1924,20,0,500,24520.2930,1.1684,25000,2.3800,0.0000,4.2000,0,2100
47156,0.8978,2,0,500,35638.2429,1.0143,22156,2.3800,0.0000,4.2000,1,2100
45023,0.9427,2,0,500,36477.2414,1.0936,20023,2.3800,0.0000,4.2000,1,2100
5000000,1.2304,20,0,500,24282.5726,1.0881,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2082,20,0,500,24437.8066,1.1136,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1862,20,0,500,24441.1391,1.1597,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1917,20,0,500,24597.3768,1.1846,25000,2.3800,0.0000,4.2000,0,2100
7783,0.9243,1,0,500,93770.4327,0.9243,7783,2.3800,0.0000,4.2000,1,2100
5000000,1.2714,20,0,500,24388.0219,1.1477,25000,2.3800,0.0000,4.2000,0,2100
59738,0.9114,3,0,500,32967.0613,1.1064,9738,2.3800,0.0000,4.2000,1,2100
346821,0.9423,14,0,500,24841.8053,1.2470,21821,2.3800,0.0000,4.2000,1,2100
65039,0.9095,3,0,500,31876.4490,1.0821,15039,2.3800,0.0000,4.2000,1,2100
113215,0.9161,5,0,500,28209.6706,1.1882,13215,2.3800,0.0000,4.2000,1,2100
20859,0.9472,1,0,500,50642.1643,0.9472,20859,2.3800,0.0000,4.2000,1,2100
5000000,1.1674,20,0,500,24480.6806,1.0978,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1852,20,0,500,24487.6875,1.1314,25000,2.3800,0.0000,4.2000,0,2100
70761,0.9081,3,0,500,31535.3007,1.1541,20761,2.3800,0.0000,4.2000,1,2100
153719,0.9193,7,0,500,26819.7604,1.1699,3719,2.3800,0.0000,4.2000,1,2100
5000000,1.1093,20,0,500,24492.0118,1.1565,25000,2.3800,0.0000,4.2000,0,2100
63002,0.8847,3,0,500,32456.6720,1.0984,13002,2.3800,0.0000,4.2000,1,2100
61164,0.9142,3,0,500,32750.9757,1.1579,11164,2.3800,0.0000,4.2000,1,2100
93286,0.9305,4,0,500,29504.1673,1.1629,18286,2.3800,0.0000,4.2000,1,2100
103866,0.9116,5,0,500,28619.6877,1.1593,3866,2.3800,0.0000,4.2000,1,2100
12250,0.9301,1,0,500,69054.2625,0.9301,12250,2.3800,0.0000,4.2000,1,2100
5000000,1.2356,20,0,500,24555.5869,1.0763,25000,2.3800,0.0000,4.2000,0,2100
35222,0.9120,2,0,500,38587.1226,1.0830,10222,2.3800,0.0000,4.2000,1,2100
5000000,1.1727,20,0,500,24405.9692,1.1515,25000,2.3800,0.0000,4.2000,0,2100
10772,0.8980,1,0,500,76253.9490,0.8980,10772,2.3800,0.0000,4.2000,1,2100
20013,0.9099,1,0,500,51696.0904,0.9099,20013,2.3800,0.0000,4.2000,1,2100
5000000,1.3159,20,0,500,24550.5376,1.1853,25000,2.3800,0.0000,4.2000,0,2100
14283,0.9029,1,0,500,62863.9990,0.9029,14283,2.3800,0.0000,4.2000,1,2100
5000000,1.1733,20,0,500,24390.1665,1.2219,25000,2.3800,0.0000,4.2000,0,2100
9432,0.8785,1,0,500,82694.6071,0.8785,9432,2.3800,0.0000,4.2000,1,2100
38380,0.9257,2,0,500,38070.7389,1.0147,13380,2.3800,0.0000,4.2000,1,2100
58314,0.8882,3,0,500,32911.9564,1.1600,8314,2.3800,0.0000,4.2000,1,2100
5000000,1.1036,20,0,500,24421.5843,1.1294,25000,2.3800,0.0000,4.2000,0,2100
20794,0.9287,1,0,500,51377.4164,0.9287,20794,2.3800,0.0000,4.2000,1,2100
49158,0.9273,2,0,500,34678.3359,1.0632,24158,2.3800,0.0000,4.2000,1,2100
10912,0.9133,1,0,500,74370.6465,0.9133,10912,2.3800,0.0000,4.2000,1,2100
5000000,1.1978,20,0,500,24380.2446,1.1658,25000,2.3800,0.0000,4.2000,0,2100
145570,0.9322,6,0,500,27077.1426,1.1755,20570,2.3800,0.0000,4.2000,1,2100
20555,0.9129,1,0,500,51527.1456,0.9129,20555,2.3800,0.0000,4.2000,1,2100
5000000,1.3523,20,0,500,24195.9729,1.1764,25000,2.3800,0.0000,4.2000,0,2100
412804,0.9112,17,0,500,24537.4268,1.2275,12804,2.3800,0.0000,4.2000,1,2100
6538,0.9198,1,0,500,107438.6415,0.9198,6538,2.3800,0.0000,4.2000,1,2100
5000000,1.1756,20,0,500,24423.4086,1.1459,25000,2.3800,0.0000,4.2000,0,2100
19990,0.8647,1,0,500,52215.1779,0.8647,19990,2.3800,0.0000,4.2000,1,2100
5000000,1.2050,20,0,500,24538.4319,1.1261,25000,2.3800,0.0000,4.2000,0,2100
159687,0.9290,7,0,500,26729.8626,1.1989,9687,2.3800,0.0000,4.2000,1,2100
261839,0.9390,11,0,500,25463.8194,1.0535,11839,2.3800,0.0000,4.2000,1,2100
10781,0.9323,1,0,500,77144.8678,0.9323,10781,2.3800,0.0000,4.2000,1,2100
22342,0.9293,1,0,500,49538.0514,0.9293,22342,2.3800,0.0000,4.2000,1,2100
91240,0.9348,4,0,500,29428.4268,1.1857,16240,2.3800,0.0000,4.2000,1,2100
65828,0.9188,3,0,500,31935.3423,1.1339,15828,2.3800,0.0000,4.2000,1,2100
104106,0.9287,5,0,500,28665.6047,1.1148,4106,2.3800,0.0000,4.2000,1,2100
5000000,1.2883,20,0,500,24271.6745,1.1784,25000,2.3800,0.0000,4.2000,0,2100
14170,0.9422,1,0,500,63439.5355,0.9422,14170,2.3800,0.0000,4.2000,1,2100
5000000,1.2470,20,0,500,24517.1486,1.1963,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2146,20,0,500,24484.7976,1.1438,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0578,20,0,500,24303.7165,1.1201,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2412,20,0,500,24112.3030,1.1198,25000,2.3800,0.0000,4.2000,0,2100
81362,0.9192,4,0,500,30562.2372,1.1617,6362,2.3800,0.0000,4.2000,1,2100
269089,0.9019,11,0,500,25316.2320,1.1544,19089,2.3800,0.0000,4.2000,1,2100
16512,0.9223,1,0,500,58818.4047,0.9223,16512,2.3800,0.0000,4.2000,1,2100
33114,0.8710,2,0,500,39889.3892,1.1022,8114,2.3800,0.0000,4.2000,1,2100
5000000,1.2286,20,0,500,24521.7274,1.1388,25000,2.3800,0.0000,4.2000,0,2100
46767,0.8616,2,0,500,35629.2586,1.0525,21767,2.3800,0.0000,4.2000,1,2100
5000000,1.2181,20,0,500,24320.6227,1.1363,25000,2.3800,0.0000,4.2000,0,2100
192483,0.9025,8,0,500,26438.3419,1.1849,17483,2.3800,0.0000,4.2000,1,2100
5000000,1.1716,20,0,500,24346.0206,1.0053,25000,2.3800,0.0000,4.2000,0,2100
323581,0.9334,13,0,500,25040.9878,1.2096,23581,2.3800,0.0000,4.2000,1,2100
272736,0.9341,11,0,500,25175.6861,1.2080,22736,2.3800,0.0000,4.2000,1,2100
5000000,1.2028,20,0,500,24194.3678,1.1109,25000,2.3800,0.0000,4.2000,0,2100
17178,0.8883,1,0,500,55813.7615,0.8883,17178,2.3800,0.0000,4.2000,1,2100
287169,0.9351,12,0,500,25220.8852,1.1109,12169,2.3800,0.0000,4.2000,1,2100
5000000,1.2729,20,0,500,24277.5068,1.1588,25000,2.3800,0.0000,4.2000,0,2100
34354,0.9229,2,0,500,40088.8448,1.0239,9354,2.3800,0.0000,4.2000,1,2100
5000000,1.2081,20,0,500,24601.6932,1.1672,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.9474,20,0,500,24534.3884,1.1006,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0666,20,0,500,24478.7138,1.0007,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3048,20,0,500,24590.6277,1.1260,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0527,20,0,500,24374.2088,1.1135,25000,2.3800,0.0000,4.2000,0,2100
6773,0.9176,1,0,500,103497.3105,0.9176,6773,2.3800,0.0000,4.2000,1,2100
62179,0.9134,3,0,500,32611.8133,1.1783,12179,2.3800,0.0000,4.2000,1,2100
5459,0.9013,1,0,500,122794.7484,0.9013,5459,2.3800,0.0000,4.2000,1,2100
5000000,1.1781,20,0,500,24560.3245,1.1669,25000,2.3800,0.0000,4.2000,0,2100
18831,0.8948,1,0,500,54065.4355,0.8948,18831,2.3800,0.0000,4.2000,1,2100
5000000,1.2294,20,0,500,24511.4842,1.1005,25000,2.3800,0.0000,4.2000,0,2100
118340,0.9371,5,0,500,28042.2969,1.2146,18340,2.3800,0.0000,4.2000,1,2100
5000000,1.2002,20,0,500,24612.6326,1.1432,25000,2.3800,0.0000,4.2000,0,2100
186276,0.8877,8,0,500,26359.4904,1.1790,11276,2.3800,0.0000,4.2000,1,2100
5000000,1.0655,20,0,500,24525.9660,1.1012,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0681,20,0,500,24775.3068,1.1067,25000,2.3800,0.0000,4.2000,0,2100
11191,0.9322,1,0,500,73287.4202,0.9322,11191,2.3800,0.0000,4.2000,1,2100
23375,0.9064,1,0,500,48359.7575,0.9064,23375,2.3800,0.0000,4.2000,1,2100
5000000,1.2930,20,0,500,24452.7542,1.2025,25000,2.3800,0.0000,4.2000,0,2100
86850,0.9158,4,0,500,29832.4402,1.1756,11850,2.3800,0.0000,4.2000,1,2100
5000000,1.3248,20,0,500,24284.6422,1.1805,25000,2.3800,0.0000,4.2000,0,2100
9664,0.8908,1,0,500,80727.9461,0.8908,9664,2.3800,0.0000,4.2000,1,2100
36198,0.9348,2,0,500,38887.5480,1.1002,11198,2.3800,0.0000,4.2000,1,2100
16242,0.9119,1,0,500,59184.5972,0.9119,16242,2.3800,0.0000,4.2000,1,2100
5000000,0.9567,20,0,500,24566.9631,1.0924,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2051,20,0,500,24278.9346,1.1469,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3449,20,0,500,24346.1642,1.1744,25000,2.3800,0.0000,4.2000,0,2100
38225,0.9116,2,0,500,38407.6528,1.0411,13225,2.3800,0.0000,4.2000,1,2100
12321,0.9262,1,0,500,69676.5206,0.9262,12321,2.3800,0.0000,4.2000,1,2100
5000000,1.1461,20,0,500,24615.5869,1.1322,25000,2.3800,0.0000,4.2000,0,2100
20263,0.9090,1,0,500,50804.4233,0.9090,20263,2.3800,0.0000,4.2000,1,2100
368621,0.9215,15,0,500,24738.5491,1.2372,18621,2.3800,0.0000,4.2000,1,2100
217622,0.8580,9,0,500,25680.7174,1.1831,17622,2.3800,0.0000,4.2000,1,2100
