totalFlips,lastRunEntropy,tries,earlyRestarts,variables,flipsPerSecond,entropy,flips,cb,minEntropy,ratio,sat,clauses
324990,0.8983,13,0,500,24970.9719,1.1652,24990,2.3800,0.0000,4.2000,1,2100
4558,0.9122,1,0,500,138441.0850,0.9122,4558,2.3800,0.0000,4.2000,1,2100
5000000,1.2921,20,0,500,24470.3867,1.1148,25000,2.3800,0.0000,4.2000,0,2100
112133,0.9474,5,0,500,28112.2162,1.1425,12133,2.3800,0.0000,4.2000,1,2100
5000000,1.1276,20,0,500,24414.9515,1.1598,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2635,20,0,500,24520.7339,1.1406,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2968,20,0,500,24330.2454,1.2047,25000,2.3800,0.0000,4.2000,0,2100
36070,0.8587,2,0,500,39651.7260,1.0765,11070,2.3800,0.0000,4.2000,1,2100
4073,0.9239,1,0,500,151049.0604,0.9239,4073,2.3800,0.0000,4.2000,1,2100
5000000,1.2018,20,0,500,24278.1398,1.1508,25000,2.3800,0.0000,4.2000,0,2100
68197,0.9202,3,0,500,31759.8191,1.1497,18197,2.3800,0.0000,4.2000,1,2100
28178,0.9086,2,0,500,43059.4289,1.0910,3178,2.3800,0.0000,4.2000,1,2100
364342,0.9316,15,0,500,24827.5381,1.2421,14342,2.3800,0.0000,4.2000,1,2100
192772,0.8908,8,0,500,26010.6061,1.2128,17772,2.3800,0.0000,4.2000,1,2100
5000000,1.1532,20,0,500,24537.2438,1.1903,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1284,20,0,500,24501.2648,1.0863,25000,2.3800,0.0000,4.2000,0,2100
44509,0.9392,2,0,500,35837.4799,1.0233,19509,2.3800,0.0000,4.2000,1,2100
61919,0.9198,3,0,500,31736.0922,1.0982,11919,2.3800,0.0000,4.2000,1,2100
5000000,1.2526,20,0,500,24063.5456,1.1889,25000,2.3800,0.0000,4.2000,0,2100
8932,0.9021,1,0,500,84879.7119,0.9021,8932,2.3800,0.0000,4.2000,1,2100
5932,0.9045,1,0,500,113178.7954,0.9045,5932,2.3800,0.0000,4.2000,1,2100
5000000,1.2546,20,0,500,24271.7903,1.1206,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2099,20,0,500,24360.6187,1.1160,25000,2.3800,0.0000,4.2000,0,2100
93699,0.8927,4,0,500,29268.9433,1.1789,18699,2.3800,0.0000,4.2000,1,2100
5000000,1.1214,20,0,500,24284.5623,1.0800,25000,2.3800,0.0000,4.2000,0,2100
21081,0.9231,1,0,500,50671.8723,0.9231,21081,2.3800,0.0000,4.2000,1,2100
9460,0.8981,1,0,500,83084.4572,0.8981,9460,2.3800,0.0000,4.2000,1,2100
39888,0.9231,2,0,500,37113.2449,1.0874,14888,2.3800,0.0000,4.2000,1,2100
4052,0.9217,1,0,500,151642.2893,0.9217,4052,2.3800,0.0000,4.2000,1,2100
3192,0.8866,1,0,500,182125.9484,0.8866,3192,2.3800,0.0000,4.2000,1,2100
19842,0.9136,1,0,500,52726.3721,0.9136,19842,2.3800,0.0000,4.2000,1,2100
5000000,1.2386,20,0,500,24407.3341,1.1460,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1705,20,0,500,24433.5514,1.1420,25000,2.3800,0.0000,4.2000,0,2100
14883,0.9291,1,0,500,61407.3749,0.9291,14883,2.3800,0.0000,4.2000,1,2100
32803,0.9005,2,0,500,40945.8478,1.0317,7803,2.3800,0.0000,4.2000,1,2100
5000000,1.2947,20,0,500,23943.4267,1.1105,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1806,20,0,500,24362.8128,1.1940,25000,2.3800,0.0000,4.2000,0,2100
362122,0.9204,15,0,500,25052.3680,1.2206,12122,2.3800,0.0000,4.2000,1,2100
94230,0.8794,4,0,500,29286.1926,1.1952,19230,2.3800,0.0000,4.2000,1,2100
5000000,1.1699,20,0,500,24407.8559,1.1304,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2821,20,0,500,24456.7730,1.1807,25000,2.3800,0.0000,4.2000,0,2100
186203,0.9300,8,0,500,26377.0593,1.1499,11203,2.3800,0.0000,4.2000,1,2100
148502,0.9399,6,0,500,27108.3803,1.1663,23502,2.3800,0.0000,4.2000,1,2100
5000000,1.2693,20,0,500,24423.7760,1.2066,25000,2.3800,0.0000,4.2000,0,2100
14242,0.9107,1,0,500,63346.5911,0.9107,14242,2.3800,0.0000,4.2000,1,2100
99791,0.9023,4,0,500,29154.5071,1.1408,24791,2.3800,0.0000,4.2000,1,2100
5000000,1.2342,20,0,500,24389.5027,1.1984,25000,2.3800,0.0000,4.2000,0,2100
56574,0.8920,3,0,500,33072.1065,1.1366,6574,2.3800,0.0000,4.2000,1,2100
5000000,1.2950,20,0,500,24258.3375,1.1907,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0531,20,0,500,24524.7748,1.1421,25000,2.3800,0.0000,4.2000,0,2100
3959,0.8819,1,0,500,153114.9186,0.8819,3959,2.3800,0.0000,4.2000,1,2100
73140,0.9223,3,0,500,31270.2092,1.1753,23140,2.3800,0.0000,4.2000,1,2100
259294,0.9393,11,0,500,25325.4264,1.1984,9294,2.3800,0.0000,4.2000,1,2100
5000000,1.1634,20,0,500,24459.0473,1.1710,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2561,20,0,500,24457.3058,1.1975,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3212,20,0,500,24376.0282,1.1921,25000,2.3800,0.0000,4.2000,0,2100
17439,0.9425,1,0,500,56360.0706,0.9425,17439,2.3800,0.0000,4.2000,1,2100
5000000,1.2732,20,0,500,24317.1039,1.1786,25000,2.3800,0.0000,4.2000,0,2100
47582,0.9140,2,0,500,35256.7549,1.1156,22582,2.3800,0.0000,4.2000,1,2100
410946,0.9322,17,0,500,24727.6696,1.2093,10946,2.3800,0.0000,4.2000,1,2100
5724,0.8591,1,0,500,116266.4644,0.8591,5724,2.3800,0.0000,4.2000,1,2100
19741,0.8881,1,0,500,50947.3571,0.8881,19741,2.3800,0.0000,4.2000,1,2100
5000000,1.2475,20,0,500,24245.3093,1.1238,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1616,20,0,500,24197.4570,1.1232,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1857,20,0,500,24374.6762,1.0838,25000,2.3800,0.0000,4.2000,0,2100
362372,0.9306,15,0,500,24728.1828,1.2237,12372,2.3800,0.0000,4.2000,1,2100
6557,0.9152,1,0,500,106894.3235,0.9152,6557,2.3800,0.0000,4.2000,1,2100
5000000,1.2704,20,0,500,24437.8991,1.1538,25000,2.3800,0.0000,4.2000,0,2100
56491,0.9279,3,0,500,33143.5723,1.1322,6491,2.3800,0.0000,4.2000,1,2100
5000000,1.1980,20,0,500,24505.2444,1.1545,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1856,20,0,500,24247.4272,1.1759,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2880,20,0,500,24473.7941,1.1787,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2051,20,0,500,24589.6370,1.1509,25000,2.3800,0.0000,4.2000,0,2100
20065,0.9121,1,0,500,51210.1374,0.9121,20065,2.3800,0.0000,4.2000,1,2100
112118,0.9162,5,0,500,28314.6670,1.1847,12118,2.3800,0.0000,4.2000,1,2100
5000000,1.2076,20,0,500,24259.0558,1.1479,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2665,20,0,500,24336.2660,1.1672,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1310,20,0,500,24407.9425,1.1407,25000,2.3800,0.0000,4.2000,0,2100
14326,0.9061,1,0,500,61689.9611,0.9061,14326,2.3800,0.0000,4.2000,1,2100
5000000,1.1571,20,0,500,24317.5260,1.0960,25000,2.3800,0.0000,4.2000,0,2100
35012,0.9082,2,0,500,38983.8602,1.0776,10012,2.3800,0.0000,4.2000,1,2100
5000000,1.2289,20,0,500,24391.4376,1.1407,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1835,20,0,500,24196.6521,1.1777,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2615,20,0,500,24180.3429,1.1266,25000,2.3800,0.0000,4.2000,0,2100
31579,0.9122,2,0,500,40732.3017,1.1136,6579,2.3800,0.0000,4.2000,1,2100
5000000,1.1685,20,0,500,24575.1249,1.0970,25000,2.3800,0.0000,4.2000,0,2100
74845,0.8901,3,0,500,31028.6545,1.1347,24845,2.3800,0.0000,4.2000,1,2100
5000000,1.1094,20,0,500,24410.8146,1.1433,25000,2.3800,0.0000,4.2000,0,2100
38248,0.9281,2,0,500,38342.7731,1.1233,13248,2.3800,0.0000,4.2000,1,2100
5000000,1.2938,20,0,500,24351.3107,1.1815,25000,2.3800,0.0000,4.2000,0,2100
14191,0.8853,1,0,500,63017.5096,0.8853,14191,2.3800,0.0000,4.2000,1,2100
5000000,1.1713,20,0,500,24416.0021,1.1386,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2761,20,0,500,24303.6780,1.1481,25000,2.3800,0.0000,4.2000,0,2100
8833,0.9282,1,0,500,84452.4076,0.9282,8833,2.3800,0.0000,4.2000,1,2100
5000000,1.1340,20,0,500,24393.2846,1.0947,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1589,20,0,500,24256.4606,1.1779,25000,2.3800,0.0000,4.2000,0,2100
118701,0.9110,5,0,500,28086.3445,1.2060,18701,2.3800,0.0000,4.2000,1,2100
20590,0.9245,1,0,500,50403.2850,0.9245,20590,2.3800,0.0000,4.2000,1,2100
289275,0.9323,12,0,500,25277.8459,1.2038,14275,2.3800,0.0000,4.2000,1,2100
5000000,1.2779,20,0,500,24439.9870,1.1829,25000,2.3800,0.0000,4.2000,0,2100
474753,0.8949,19,0,500,24544.6345,1.1913,24753,2.3800,0.0000,4.2000,1,2100
80191,0.8933,4,0,500,30299.2429,1.1834,5191,2.3800,0.0000,4.2000,1,2100
223022,0.9239,9,0,500,25461.4926,1.0770,23022,2.3800,0.0000,4.2000,1,2100
5000000,1.1671,20,0,500,24306.7791,1.1630,25000,2.3800,0.0000,4.2000,0,2100
14954,0.9096,1,0,500,60964.2133,0.9096,14954,2.3800,0.0000,4.2000,1,2100
339598,0.9307,14,0,500,24905.3356,1.2061,14598,2.3800,0.0000,4.2000,1,2100
5000000,1.2498,20,0,500,24217.8032,1.1250,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2084,20,0,500,24433.4937,1.1507,25000,2.3800,0.0000,4.2000,0,2100
10303,0.9158,1,0,500,76494.7180,0.9158,10303,2.3800,0.0000,4.2000,1,2100
267076,0.9284,11,0,500,25242.9224,1.2150,17076,2.3800,0.0000,4.2000,1,2100
9193,0.9311,1,0,500,84611.1630,0.9311,9193,2.3800,0.0000,4.2000,1,2100
5000000,1.0635,20,0,500,24399.2388,1.1549,25000,2.3800,0.0000,4.2000,0,2100
8272,0.8829,1,0,500,89681.4672,0.8829,8272,2.3800,0.0000,4.2000,1,2100
36904,0.8923,2,0,500,38785.9429,1.0500,11904,2.3800,0.0000,4.2000,1,2100
5000000,1.0634,20,0,500,24435.5639,1.0415,25000,2.3800,0.0000,4.2000,0,2100
21342,0.9279,1,0,500,50369.6725,0.9279,21342,2.3800,0.0000,4.2000,1,2100
14588,0.9072,1,0,500,61500.5735,0.9072,14588,2.3800,0.0000,4.2000,1,2100
240807,0.8797,10,0,500,25464.3955,1.2208,15807,2.3800,0.0000,4.2000,1,2100
87460,0.8884,4,0,500,29424.2638,1.2116,12460,2.3800,0.0000,4.2000,1,2100
43347,0.8878,2,0,500,36571.1894,1.0858,18347,2.3800,0.0000,4.2000,1,2100
14344,0.8831,1,0,500,63177.0376,0.8831,14344,2.3800,0.0000,4.2000,1,2100
5000000,1.2368,20,0,500,24249.0205,0.9705,25000,2.3800,0.0000,4.2000,0,2100
7863,0.8983,1,0,500,90840.3432,0.8983,7863,2.3800,0.0000,4.2000,1,2100
67301,0.8987,3,0,500,31881.3317,1.0900,17301,2.3800,0.0000,4.2000,1,2100
34818,0.9263,2,0,500,39632.0286,1.1011,9818,2.3800,0.0000,4.2000,1,2100
18396,0.8977,1,0,500,53919.2327,0.8977,18396,2.3800,0.0000,4.2000,1,2100
5000000,1.2389,20,0,500,24310.9600,1.1618,25000,2.3800,0.0000,4.2000,0,2100
5913,0.8944,1,0,500,113548.3878,0.8944,5913,2.3800,0.0000,4.2000,1,2100
5000000,1.2537,20,0,500,24371.8778,1.1284,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0614,20,0,500,24362.7217,1.1537,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2166,20,0,500,24100.5806,1.1520,25000,2.3800,0.0000,4.2000,0,2100
95098,0.9418,4,0,500,28969.2753,1.1229,20098,2.3800,0.0000,4.2000,1,2100
5000000,1.1898,20,0,500,24555.8457,1.1643,25000,2.3800,0.0000,4.2000,0,2100
110203,0.9205,5,0,500,28417.4710,1.1707,10203,2.3800,0.0000,4.2000,1,2100
5000000,1.1677,20,0,500,24458.5843,1.1557,25000,2.3800,0.0000,4.2000,0,2100
81788,0.8999,4,0,500,30282.8067,1.1834,6788,2.3800,0.0000,4.2000,1,2100
5000000,1.2215,20,0,500,24625.0263,1.0553,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.3333,21,0,500,25114.2571,1.1455,25000,2.3800,0.0000,4.2000,0,2100
39804,0.8999,2,0,500,38758.5461,1.0581,14804,2.3800,0.0000,4.2000,1,2100
93739,0.9141,4,0,500,30869.3949,1.0858,18739,2.3800,0.0000,4.2000,1,2100
62607,0.9222,3,0,500,32139.9105,1.1474,12607,2.3800,0.0000,4.2000,1,2100
5000000,1.1641,20,0,500,24351.8053,1.1462,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2765,20,0,500,24258.3686,1.1889,25000,2.3800,0.0000,4.2000,0,2100
99014,0.9325,4,0,500,28993.1288,1.1549,24014,2.3800,0.0000,4.2000,1,2100
107014,0.9218,5,0,500,27908.5663,1.2026,7014,2.3800,0.0000,4.2000,1,2100
5000000,1.2306,20,0,500,24112.7252,1.1376,25000,2.3800,0.0000,4.2000,0,2100
440591,0.9025,18,0,500,25661.3429,1.2178,15591,2.3800,0.0000,4.2000,1,2100
5250000,1.1720,21,0,500,26184.1252,1.1571,25000,2.3800,0.0000,4.2000,0,2100
45747,0.9329,2,0,500,35744.7446,1.0474,20747,2.3800,0.0000,4.2000,1,2100
258513,0.9363,11,0,500,25512.0072,1.1483,8513,2.3800,0.0000,4.2000,1,2100
18017,0.9068,1,0,500,55407.3457,0.9068,18017,2.3800,0.0000,4.2000,1,2100
5000000,1.1920,20,0,500,24461.7998,1.1772,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1694,20,0,500,24346.2465,1.1061,25000,2.3800,0.0000,4.2000,0,2100
9511,0.9120,1,0,500,81767.4845,0.9120,9511,2.3800,0.0000,4.2000,1,2100
19755,0.9098,1,0,500,52299.2059,0.9098,19755,2.3800,0.0000,4.2000,1,2100
5000000,1.2871,20,0,500,24426.1226,1.1683,25000,2.3800,0.0000,4.2000,0,2100
35749,0.9376,2,0,500,38989.6967,1.0811,10749,2.3800,0.0000,4.2000,1,2100
5000000,1.1349,20,0,500,24256.8195,1.1404,25000,2.3800,0.0000,4.2000,0,2100
346511,0.9363,14,0,500,24877.9396,1.2404,21511,2.3800,0.0000,4.2000,1,2100
112683,0.8902,5,0,500,28197.5321,1.1871,12683,2.3800,0.0000,4.2000,1,2100
5000000,1.1953,20,0,500,24503.4666,1.0846,25000,2.3800,0.0000,4.2000,0,2100
92289,0.9280,4,0,500,29280.5105,1.1270,17289,2.3800,0.0000,4.2000,1,2100
15211,0.9167,1,0,500,62981.3615,0.9167,15211,2.3800,0.0000,4.2000,1,2100
5250000,1.2739,21,0,500,25162.1535,1.1795,25000,2.3800,0.0000,4.2000,0,2100
41033,0.9293,2,0,500,37550.6699,1.0381,16033,2.3800,0.0000,4.2000,1,2100
13870,0.9355,1,0,500,64449.3652,0.9355,13870,2.3800,0.0000,4.2000,1,2100
48169,0.9199,2,0,500,35047.1096,1.0639,23169,2.3800,0.0000,4.2000,1,2100
5000000,1.3047,20,0,500,24588.7746,1.1635,25000,2.3800,0.0000,4.2000,0,2100
61123,0.9245,3,0,500,32702.6111,1.1758,11123,2.3800,0.0000,4.2000,1,2100
5000000,1.2588,20,0,500,24445.4271,1.1468,25000,2.3800,0.0000,4.2000,0,2100
20287,0.9431,1,0,500,51937.2756,0.9431,20287,2.3800,0.0000,4.2000,1,2100
5000000,1.1987,20,0,500,24836.0592,1.1644,25000,2.3800,0.0000,4.2000,0,2100
10151,0.9044,1,0,500,77216.2772,0.9044,10151,2.3800,0.0000,4.2000,1,2100
5000000,1.2626,20,0,500,24484.8442,1.1285,25000,2.3800,0.0000,4.2000,0,2100
19105,0.9221,1,0,500,53624.8885,0.9221,19105,2.3800,0.0000,4.2000,1,2100
473522,0.9307,19,0,500,24726.3940,1.1955,23522,2.3800,0.0000,4.2000,1,2100
5000000,1.1331,20,0,500,24581.5341,1.1028,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.0600,21,0,500,25463.1515,1.1560,25000,2.3800,0.0000,4.2000,0,2100
13253,0.9307,1,0,500,70921.3721,0.9307,13253,2.3800,0.0000,4.2000,1,2100
189376,0.9224,8,0,500,28267.2247,1.2054,14376,2.3800,0.0000,4.2000,1,2100
5000000,1.3146,20,0,500,24412.5980,1.1639,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1143,20,0,500,24234.5276,1.1212,25000,2.3800,0.0000,4.2000,0,2100
40811,0.8961,2,0,500,37108.6328,1.0887,15811,2.3800,0.0000,4.2000,1,2100
23735,0.9395,1,0,500,48425.8200,0.9395,23735,2.3800,0.0000,4.2000,1,2100
39711,0.9005,2,0,500,37684.3545,1.1018,14711,2.3800,0.0000,4.2000,1,2100
41110,0.9169,2,0,500,37234.8756,1.0532,16110,2.3800,0.0000,4.2000,1,2100
42119,0.9420,2,0,500,36248.6685,1.0742,17119,2.3800,0.0000,4.2000,1,2100
5250000,1.2344,21,0,500,25319.4040,1.0916,25000,2.3800,0.0000,4.2000,0,2100
63241,0.9405,3,0,500,32276.0712,1.1345,13241,2.3800,0.0000,4.2000,1,2100
5000000,1.2539,20,0,500,24407.5420,1.1515,25000,2.3800,0.0000,4.2000,0,2100
242708,0.9359,10,0,500,25684.3552,1.2394,17708,2.3800,0.0000,4.2000,1,2100
23913,0.9439,1,0,500,47817.8187,0.9439,23913,2.3800,0.0000,4.2000,1,2100
16136,0.9362,1,0,500,59055.3740,0.9362,16136,2.3800,0.0000,4.2000,1,2100
86026,0.9270,4,0,500,30425.3592,1.1876,11026,2.3800,0.0000,4.2000,1,2100
58240,0.8997,3,0,500,34266.1974,1.1075,8240,2.3800,0.0000,4.2000,1,2100
29559,0.9288,2,0,500,44256.8408,1.0801,4559,2.3800,0.0000,4.2000,1,2100
5000000,1.1687,20,0,500,24281.1840,1.1689,25000,2.3800,0.0000,4.2000,0,2100
24486,0.9026,1,0,500,47123.6944,0.9026,24486,2.3800,0.0000,4.2000,1,2100
5000000,1.1630,20,0,500,24765.8890,1.1821,25000,2.3800,0.0000,4.2000,0,2100
166022,0.8645,7,0,500,28030.8700,1.2179,16022,2.3800,0.0000,4.2000,1,2100
29268,0.8907,2,0,500,44115.9890,1.1232,4268,2.3800,0.0000,4.2000,1,2100
44048,0.9304,2,0,500,36995.5780,1.1051,19048,2.3800,0.0000,4.2000,1,2100
69974,0.9354,3,0,500,32830.7330,1.0864,19974,2.3800,0.0000,4.2000,1,2100
5250000,1.2927,21,0,500,26145.3936,1.1972,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2328,20,0,500,24531.7458,1.1651,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2140,21,0,500,25445.1580,1.1793,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.1842,21,0,500,26082.3204,1.1662,25000,2.3800,0.0000,4.2000,0,2100
13479,0.9131,1,0,500,70858.3710,0.9131,13479,2.3800,0.0000,4.2000,1,2100
70041,0.9008,3,0,500,33557.2736,1.1597,20041,2.3800,0.0000,4.2000,1,2100
4970,0.8967,1,0,500,142157.7682,0.8967,4970,2.3800,0.0000,4.2000,1,2100
5500000,1.1378,22,0,500,26445.1153,1.1529,25000,2.3800,0.0000,4.2000,0,2100
467556,0.8493,19,0,500,26632.4083,1.2369,17556,2.3800,0.0000,4.2000,1,2100
5000000,1.1777,20,0,500,24330.3499,1.0867,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2635,21,0,500,25450.2069,1.1386,25000,2.3800,0.0000,4.2000,0,2100
36371,0.9373,2,0,500,41705.0120,0.9915,11371,2.3800,0.0000,4.2000,1,2100
5250000,1.2193,21,0,500,26085.8390,1.1822,25000,2.3800,0.0000,4.2000,0,2100
197576,0.9352,8,0,500,26016.3154,1.2088,22576,2.3800,0.0000,4.2000,1,2100
8224,0.9303,1,0,500,89910.8425,0.9303,8224,2.3800,0.0000,4.2000,1,2100
5000000,1.2732,20,0,500,24493.5405,1.1727,25000,2.3800,0.0000,4.2000,0,2100
8858,0.9266,1,0,500,86111.8440,0.9266,8858,2.3800,0.0000,4.2000,1,2100
24251,0.9250,1,0,500,47248.4162,0.9250,24251,2.3800,0.0000,4.2000,1,2100
87789,0.9362,4,0,500,29656.3327,1.1529,12789,2.3800,0.0000,4.2000,1,2100
8089,0.9167,1,0,500,90938.6709,0.9167,8089,2.3800,0.0000,4.2000,1,2100
5000000,1.2839,20,0,500,24447.0013,1.1814,25000,2.3800,0.0000,4.2000,0,2100
10650,0.9436,1,0,500,75900.1109,0.9436,10650,2.3800,0.0000,4.2000,1,2100
36806,0.9079,2,0,500,38425.0918,1.0566,11806,2.3800,0.0000,4.2000,1,2100
5000000,1.2688,20,0,500,24040.7965,1.2036,25000,2.3800,0.0000,4.2000,0,2100
38136,0.9014,2,0,500,38145.8935,1.0836,13136,2.3800,0.0000,4.2000,1,2100
58038,0.9072,3,0,500,32797.8051,1.1403,8038,2.3800,0.0000,4.2000,1,2100
309564,0.9301,13,0,500,25118.2259,1.1836,9564,2.3800,0.0000,4.2000,1,2100
5000000,1.1088,20,0,500,24603.0024,1.0953,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1168,20,0,500,24443.2053,1.0296,25000,2.3800,0.0000,4.2000,0,2100
13072,0.9301,1,0,500,63503.5592,0.9301,13072,2.3800,0.0000,4.2000,1,2100
6405,0.9355,1,0,500,110093.6660,0.9355,6405,2.3800,0.0000,4.2000,1,2100
5000000,1.3308,20,0,500,24254.1914,1.2134,25000,2.3800,0.0000,4.2000,0,2100
115554,0.8767,5,0,500,28104.2254,1.2158,15554,2.3800,0.0000,4.2000,1,2100
159378,0.9179,7,0,500,26984.9778,1.2027,9378,2.3800,0.0000,4.2000,1,2100
5000000,1.1086,20,0,500,24458.9160,1.1816,25000,2.3800,0.0000,4.2000,0,2100
40565,0.9286,2,0,500,37574.8395,1.1287,15565,2.3800,0.0000,4.2000,1,2100
86945,0.9339,4,0,500,30089.6118,1.1640,11945,2.3800,0.0000,4.2000,1,2100
5000000,1.2716,20,0,500,24281.7533,1.1145,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1991,20,0,500,24325.6239,1.1265,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2466,20,0,500,24375.0524,1.1819,25000,2.3800,0.0000,4.2000,0,2100
142254,0.9238,6,0,500,26988.1860,1.2020,17254,2.3800,0.0000,4.2000,1,2100
48073,0.8983,2,0,500,35353.6463,1.1008,23073,2.3800,0.0000,4.2000,1,2100
49667,0.8933,2,0,500,34915.1205,1.0935,24667,2.3800,0.0000,4.2000,1,2100
5000000,1.2595,20,0,500,24164.8033,1.1863,25000,2.3800,0.0000,4.2000,0,2100
34853,0.9277,2,0,500,39393.6762,1.0840,9853,2.3800,0.0000,4.2000,1,2100
5000000,1.2277,20,0,500,24400.4649,1.1359,25000,2.3800,0.0000,4.2000,0,2100
10477,0.9200,1,0,500,76948.4636,0.9200,10477,2.3800,0.0000,4.2000,1,2100
73252,0.9367,3,0,500,31409.5473,1.0957,23252,2.3800,0.0000,4.2000,1,2100
5070,0.8896,1,0,500,129427.3909,0.8896,5070,2.3800,0.0000,4.2000,1,2100
32251,0.9194,2,0,500,40747.7255,1.0867,7251,2.3800,0.0000,4.2000,1,2100
17538,0.9304,1,0,500,55996.1734,0.9304,17538,2.3800,0.0000,4.2000,1,2100
124859,0.8591,5,0,500,27806.1041,1.1409,24859,2.3800,0.0000,4.2000,1,2100
118558,0.9286,5,0,500,28271.2529,1.1258,18558,2.3800,0.0000,4.2000,1,2100
5000000,1.2785,20,0,500,24210.1836,1.1329,25000,2.3800,0.0000,4.2000,0,2100
121524,0.9205,5,0,500,27950.8723,1.1606,21524,2.3800,0.0000,4.2000,1,2100
5000000,1.2217,20,0,500,24452.5789,1.1348,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3230,20,0,500,24403.0787,1.1936,25000,2.3800,0.0000,4.2000,0,2100
16399,0.9218,1,0,500,58696.0483,0.9218,16399,2.3800,0.0000,4.2000,1,2100
33825,0.9347,2,0,500,40207.2947,1.0622,8825,2.3800,0.0000,4.2000,1,2100
342068,0.9345,14,0,500,24924.5422,1.2062,17068,2.3800,0.0000,4.2000,1,2100
5000000,1.2480,20,0,500,24251.6276,1.1953,25000,2.3800,0.0000,4.2000,0,2100
48547,0.9537,2,0,500,34632.8628,1.1270,23547,2.3800,0.0000,4.2000,1,2100
11143,0.9374,1,0,500,73896.3804,0.9374,11143,2.3800,0.0000,4.2000,1,2100
5000000,1.2747,20,0,500,24351.8471,1.1608,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2447,20,0,500,24396.6697,1.1698,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2614,20,0,500,24383.7367,1.1778,25000,2.3800,0.0000,4.2000,0,2100
48888,0.9166,2,0,500,35087.3257,1.1064,23888,2.3800,0.0000,4.2000,1,2100
5000000,1.2035,20,0,500,24404.0834,1.1668,25000,2.3800,0.0000,4.2000,0,2100
115411,0.9342,5,0,500,28165.1718,1.1167,15411,2.3800,0.0000,4.2000,1,2100
273666,0.9344,11,0,500,25415.2047,1.1930,23666,2.3800,0.0000,4.2000,1,2100
5000000,1.1967,20,0,500,24482.0087,1.0688,25000,2.3800,0.0000,4.2000,0,2100
112025,0.9091,5,0,500,28244.9662,1.1861,12025,2.3800,0.0000,4.2000,1,2100
5000000,1.1810,20,0,500,24473.2026,1.1236,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1234,20,0,500,24382.7657,1.1447,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1591,20,0,500,24299.0901,1.1654,25000,2.3800,0.0000,4.2000,0,2100
165266,0.9143,7,0,500,26581.8085,1.2403,15266,2.3800,0.0000,4.2000,1,2100
5000000,1.3221,20,0,500,24444.9467,1.1971,25000,2.3800,0.0000,4.2000,0,2100
17578,0.9265,1,0,500,56173.3845,0.9265,17578,2.3800,0.0000,4.2000,1,2100
192363,0.9178,8,0,500,26030.9406,1.1589,17363,2.3800,0.0000,4.2000,1,2100
83694,0.9223,4,0,500,30290.1355,1.1707,8694,2.3800,0.0000,4.2000,1,2100
5000000,1.1990,20,0,500,24424.3381,1.1394,25000,2.3800,0.0000,4.2000,0,2100
7427,0.8779,1,0,500,97432.7369,0.8779,7427,2.3800,0.0000,4.2000,1,2100
5000000,1.2471,20,0,500,24439.4054,1.1295,25000,2.3800,0.0000,4.2000,0,2100
11505,0.9125,1,0,500,72805.4859,0.9125,11505,2.3800,0.0000,4.2000,1,2100
