flipsPerSecond,minEntropy,totalFlips,ratio,entropy,lastRunEntropy,earlyRestarts,flips,cb,variables,tries,sat,clauses
21109.8919,0.6000,4250000,4.2000,1.2009,1.3333,0,25000,2.3800,500,17,0,2100
21314.4383,0.4000,4500000,4.2000,1.1848,1.2817,0,25000,2.3800,500,18,0,2100
25334.1921,0.6000,98849,4.2000,1.1212,0.8828,0,23849,2.3800,500,4,1,2100
31215.6813,0.4000,44756,4.2000,1.0777,0.8580,0,19756,2.3800,500,2,1,2100
42235.4618,0.6500,22780,4.2000,0.8770,0.8770,0,22780,2.3800,500,1,1,2100
207863.0755,0.6000,2283,4.2000,0.8917,0.8917,0,2283,2.3800,500,1,1,2100
21119.0272,0.4500,4250000,4.2000,1.1531,1.2951,0,25000,2.3800,500,17,0,2100
42761.5564,0.5000,21751,4.2000,0.9312,0.9312,0,21751,2.3800,500,1,1,2100
21140.7535,0.5000,4250000,4.2000,1.1527,1.1770,0,25000,2.3800,500,17,0,2100
24398.1016,0.6500,113664,4.2000,1.1970,0.9184,0,13664,2.3800,500,5,1,2100
23027.8652,0.4500,169714,4.2000,1.2280,0.8981,0,19714,2.3800,500,7,1,2100
21167.3310,0.4500,4250000,4.2000,1.0978,1.2458,0,25000,2.3800,500,17,0,2100
21193.2216,0.5500,4500000,4.2000,1.0291,1.2094,0,25000,2.3800,500,18,0,2100
28987.5655,0.4500,56780,4.2000,1.1466,0.8877,0,6780,2.3800,500,3,1,2100
21980.7118,0.5000,267097,4.2000,1.2170,0.9376,0,17097,2.3800,500,11,1,2100
21355.5494,0.6500,388639,4.2000,1.2219,0.9034,0,13639,2.3800,500,16,1,2100
28884.2517,0.6500,56450,4.2000,1.1148,0.9120,0,6450,2.3800,500,3,1,2100
25888.0642,0.4000,85452,4.2000,1.2229,0.9251,0,10452,2.3800,500,4,1,2100
53798.9246,0.4000,14919,4.2000,0.9432,0.9432,0,14919,2.3800,500,1,1,2100
21335.4256,0.4500,4500000,4.2000,1.1580,1.2357,0,25000,2.3800,500,18,0,2100
24576.0657,0.6000,112437,4.2000,1.1893,0.8812,0,12437,2.3800,500,5,1,2100
21380.8827,0.4000,4500000,4.2000,1.1602,1.1992,0,25000,2.3800,500,18,0,2100
22154.8750,0.4500,246997,4.2000,1.2222,0.8994,0,21997,2.3800,500,10,1,2100
27569.1794,0.6500,61148,4.2000,1.0888,0.9308,0,11148,2.3800,500,3,1,2100
57962.9383,0.5500,13093,4.2000,0.8988,0.8988,0,13093,2.3800,500,1,1,2100
21348.0520,0.5000,4500000,4.2000,1.1365,1.2011,0,25000,2.3800,500,18,0,2100
52988.8631,0.4000,15008,4.2000,0.9109,0.9109,0,15008,2.3800,500,1,1,2100
25352.1996,0.4500,90696,4.2000,1.2212,0.9376,0,15696,2.3800,500,4,1,2100
21115.9604,0.6000,4250000,4.2000,1.1132,1.1055,0,25000,2.3800,500,17,0,2100
22792.4771,0.4000,168560,4.2000,1.1879,0.9253,0,18560,2.3800,500,7,1,2100
25077.5836,0.6500,97912,4.2000,1.1306,0.9246,0,22912,2.3800,500,4,1,2100
22484.4398,0.4500,181976,4.2000,1.2218,0.8696,0,6976,2.3800,500,8,1,2100
21135.3696,0.5000,4250000,4.2000,1.1222,1.2121,0,25000,2.3800,500,17,0,2100
47181.0043,0.4000,17759,4.2000,0.9150,0.9150,0,17759,2.3800,500,1,1,2100
21288.8079,0.4500,4500000,4.2000,1.1451,1.2129,0,25000,2.3800,500,18,0,2100
21375.0394,0.5500,4500000,4.2000,1.1183,1.2626,0,25000,2.3800,500,18,0,2100
22581.0071,0.6500,196695,4.2000,1.2275,0.9199,0,21695,2.3800,500,8,1,2100
21239.6827,0.4500,4250000,4.2000,1.1391,1.2775,0,25000,2.3800,500,17,0,2100
22884.7450,0.5000,161068,4.2000,1.2037,0.8961,0,11068,2.3800,500,7,1,2100
21669.6937,0.5000,4500000,4.2000,1.1990,1.2804,0,25000,2.3800,500,18,0,2100
36040.8099,0.4500,31446,4.2000,1.0958,0.9131,0,6446,2.3800,500,2,1,2100
63337.8344,0.6500,12283,4.2000,0.9110,0.9110,0,12283,2.3800,500,1,1,2100
25944.0132,0.5000,86164,4.2000,1.1234,0.9389,0,11164,2.3800,500,4,1,2100
27016.7170,0.4000,72440,4.2000,1.0910,0.8686,0,22440,2.3800,500,3,1,2100
21201.4237,0.4500,4250000,4.2000,1.1555,1.2929,0,25000,2.3800,500,17,0,2100
25534.8013,0.4000,89664,4.2000,1.2111,0.8839,0,14664,2.3800,500,4,1,2100
69973.7416,0.6500,9660,4.2000,0.9324,0.9324,0,9660,2.3800,500,1,1,2100
29540.9147,0.5500,52899,4.2000,1.0826,0.9010,0,2899,2.3800,500,3,1,2100
21186.8522,0.4000,4250000,4.2000,1.1888,1.3071,0,25000,2.3800,500,17,0,2100
21148.0319,0.6500,4250000,4.2000,1.0894,1.1888,0,25000,2.3800,500,17,0,2100
21265.1954,0.4000,4500000,4.2000,1.1390,1.1753,0,25000,2.3800,500,18,0,2100
26735.0078,0.4000,69188,4.2000,1.1473,0.8957,0,19188,2.3800,500,3,1,2100
21248.9338,0.5000,4500000,4.2000,1.1413,1.2031,0,25000,2.3800,500,18,0,2100
54065.6833,0.5500,14463,4.2000,0.9259,0.9259,0,14463,2.3800,500,1,1,2100
21221.3292,0.6000,4500000,4.2000,1.1317,1.2026,0,25000,2.3800,500,18,0,2100
35509.1959,0.6500,31089,4.2000,1.0893,0.9207,0,6089,2.3800,500,2,1,2100
112700.6428,0.4500,4950,4.2000,0.8569,0.8569,0,4950,2.3800,500,1,1,2100
22235.4809,0.4500,249569,4.2000,1.2202,0.9276,0,24569,2.3800,500,10,1,2100
21285.8740,0.5000,4500000,4.2000,1.1800,1.2286,0,25000,2.3800,500,18,0,2100
28502.1363,0.6000,57003,4.2000,1.1531,0.9307,0,7003,2.3800,500,3,1,2100
21217.3840,0.4000,4500000,4.2000,1.1424,1.3309,0,25000,2.3800,500,18,0,2100
22337.7211,0.6000,218307,4.2000,1.1720,0.8639,0,18307,2.3800,500,9,1,2100
22892.6014,0.6500,211201,4.2000,1.2467,0.9075,0,11201,2.3800,500,9,1,2100
22076.5430,0.4000,4500000,4.2000,1.1588,1.2475,0,25000,2.3800,500,18,0,2100
22174.8381,0.4000,4500000,4.2000,1.1481,1.2802,0,25000,2.3800,500,18,0,2100
26818.6758,0.6000,114328,4.2000,1.1795,0.9224,0,14328,2.3800,500,5,1,2100
26560.7939,0.6500,71921,4.2000,1.1191,0.9317,0,21921,2.3800,500,3,1,2100
22001.6884,0.5000,247003,4.2000,1.2366,0.9276,0,22003,2.3800,500,10,1,2100
21231.5561,0.6500,4500000,4.2000,1.0773,1.1797,0,25000,2.3800,500,18,0,2100
21370.1943,0.6000,4500000,4.2000,1.0355,1.1149,0,25000,2.3800,500,18,0,2100
35540.8037,0.6500,34578,4.2000,1.0858,0.9398,0,9578,2.3800,500,2,1,2100
35341.2768,0.5000,35038,4.2000,1.1756,0.9387,0,10038,2.3800,500,2,1,2100
29167.7766,0.6000,64060,4.2000,1.1675,0.9157,0,14060,2.3800,500,3,1,2100
22189.8051,0.6000,4500000,4.2000,1.1421,1.1703,0,25000,2.3800,500,18,0,2100
44425.3391,0.4500,20875,4.2000,0.9526,0.9526,0,20875,2.3800,500,1,1,2100
24737.3855,0.5000,103715,4.2000,1.1889,0.9068,0,3715,2.3800,500,5,1,2100
23854.6672,0.4000,130181,4.2000,1.2047,0.9055,0,5181,2.3800,500,6,1,2100
45727.8864,0.4000,19628,4.2000,0.9286,0.9286,0,19628,2.3800,500,1,1,2100
21288.6689,0.4000,4500000,4.2000,1.1992,1.3166,0,25000,2.3800,500,18,0,2100
27623.0305,0.6000,66879,4.2000,1.1696,0.9281,0,16879,2.3800,500,3,1,2100
34546.4294,0.5500,34415,4.2000,0.9776,0.9057,0,9415,2.3800,500,2,1,2100
22630.9205,0.4000,206355,4.2000,1.1762,0.9353,0,6355,2.3800,500,9,1,2100
37078.6847,0.4500,28711,4.2000,1.1256,0.8827,0,3711,2.3800,500,2,1,2100
21232.4867,0.5500,4250000,4.2000,1.1261,1.2747,0,25000,2.3800,500,17,0,2100
21118.8125,0.4500,4250000,4.2000,1.1646,1.1161,0,25000,2.3800,500,17,0,2100
54381.5809,0.6500,13251,4.2000,0.9040,0.9040,0,13251,2.3800,500,1,1,2100
32490.0222,0.4000,41764,4.2000,1.1150,0.9469,0,16764,2.3800,500,2,1,2100
21690.6721,0.6000,4500000,4.2000,1.0502,1.2136,0,25000,2.3800,500,18,0,2100
30335.2332,0.4500,55472,4.2000,1.1327,0.9000,0,5472,2.3800,500,3,1,2100
22441.6493,0.4000,4500000,4.2000,1.0993,1.2088,0,25000,2.3800,500,18,0,2100
25131.1821,0.6000,92585,4.2000,1.2553,0.9281,0,17585,2.3800,500,4,1,2100
21115.2980,0.4500,4250000,4.2000,1.1616,1.3533,0,25000,2.3800,500,17,0,2100
31971.4082,0.5500,41437,4.2000,0.9936,0.9196,0,16437,2.3800,500,2,1,2100
23481.5133,0.4500,134601,4.2000,1.1567,0.9302,0,9601,2.3800,500,6,1,2100
23596.6466,0.4500,164522,4.2000,1.2224,0.9238,0,14522,2.3800,500,7,1,2100
21892.6257,0.4000,4500000,4.2000,1.1249,1.0552,0,25000,2.3800,500,18,0,2100
22168.5370,0.4000,4500000,4.2000,1.1265,1.1670,0,25000,2.3800,500,18,0,2100
25590.0023,0.4500,145925,4.2000,1.1648,0.9331,0,20925,2.3800,500,6,1,2100
21281.2691,0.6500,4500000,4.2000,1.1718,1.2184,0,25000,2.3800,500,18,0,2100
21622.8915,0.5000,341215,4.2000,1.2305,0.8846,0,16215,2.3800,500,14,1,2100
24112.0244,0.4500,147868,4.2000,1.2002,0.9236,0,22868,2.3800,500,6,1,2100
22125.9244,0.6500,4500000,4.2000,1.1124,1.2857,0,25000,2.3800,500,18,0,2100
38105.3553,0.5000,29079,4.2000,1.0907,0.9220,0,4079,2.3800,500,2,1,2100
24259.7413,0.5500,171070,4.2000,1.0633,0.9324,0,21070,2.3800,500,7,1,2100
48477.0436,0.5500,18431,4.2000,0.9134,0.9134,0,18431,2.3800,500,1,1,2100
32081.1988,0.6500,46523,4.2000,1.0856,0.9157,0,21523,2.3800,500,2,1,2100
21988.2357,0.5000,272871,4.2000,1.2241,0.9520,0,22871,2.3800,500,11,1,2100
21570.1039,0.6500,370166,4.2000,1.1991,0.9473,0,20166,2.3800,500,15,1,2100
31154.4019,0.6000,48600,4.2000,0.9632,0.8763,0,23600,2.3800,500,2,1,2100
22480.0444,0.4000,4500000,4.2000,1.1140,1.0583,0,25000,2.3800,500,18,0,2100
22582.4343,0.6500,387260,4.2000,1.2142,0.8729,0,12260,2.3800,500,16,1,2100
22933.8952,0.4500,4750000,4.2000,1.1630,1.2383,0,25000,2.3800,500,19,0,2100
37429.9012,0.4500,34973,4.2000,1.1375,0.9344,0,9973,2.3800,500,2,1,2100
26097.3721,0.6500,132103,4.2000,1.1927,0.9269,0,7103,2.3800,500,6,1,2100
21484.9204,0.5000,297197,4.2000,1.1681,0.9431,0,22197,2.3800,500,12,1,2100
21596.0825,0.5500,4500000,4.2000,1.2147,1.1874,0,25000,2.3800,500,18,0,2100
21977.0468,0.4000,4500000,4.2000,1.1636,1.0928,0,25000,2.3800,500,18,0,2100
24724.2368,0.6000,138409,4.2000,1.1234,0.9440,0,13409,2.3800,500,6,1,2100
22686.9950,0.6000,4750000,4.2000,1.0614,1.2773,0,25000,2.3800,500,19,0,2100
22904.1129,0.5000,4750000,4.2000,1.1404,1.2055,0,25000,2.3800,500,19,0,2100
22664.2292,0.5000,4750000,4.2000,1.1770,1.2864,0,25000,2.3800,500,19,0,2100
22935.6037,0.4000,4750000,4.2000,1.1822,1.2555,0,25000,2.3800,500,19,0,2100
21316.3462,0.4500,4500000,4.2000,1.1599,1.2295,0,25000,2.3800,500,18,0,2100
21963.3127,0.6000,4500000,4.2000,1.1315,0.9584,0,25000,2.3800,500,18,0,2100
37858.0679,0.4500,30899,4.2000,1.0859,0.8878,0,5899,2.3800,500,2,1,2100
24089.4056,0.5000,155778,4.2000,1.2146,0.9196,0,5778,2.3800,500,7,1,2100
21200.6416,0.6000,4250000,4.2000,1.0857,1.2153,0,25000,2.3800,500,17,0,2100
21580.2710,0.5500,345208,4.2000,1.1578,0.8553,0,20208,2.3800,500,14,1,2100
50362.0339,0.6000,16674,4.2000,0.9063,0.9063,0,16674,2.3800,500,1,1,2100
27957.1908,0.5500,64455,4.2000,1.1481,0.9295,0,14455,2.3800,500,3,1,2100
21201.5957,0.4000,4500000,4.2000,1.1707,1.2518,0,25000,2.3800,500,18,0,2100
21411.0129,0.6000,4500000,4.2000,1.1630,1.3383,0,25000,2.3800,500,18,0,2100
21312.3424,0.5500,395045,4.2000,1.2507,0.9202,0,20045,2.3800,500,16,1,2100
58413.6962,0.5000,12911,4.2000,0.9164,0.9164,0,12911,2.3800,500,1,1,2100
23190.8447,0.6500,141566,4.2000,1.2046,0.9403,0,16566,2.3800,500,6,1,2100
21039.1984,0.4500,4250000,4.2000,1.1317,1.1933,0,25000,2.3800,500,17,0,2100
34406.3812,0.4000,33526,4.2000,1.0566,0.9106,0,8526,2.3800,500,2,1,2100
22928.3520,0.4000,162184,4.2000,1.1711,0.9090,0,12184,2.3800,500,7,1,2100
20980.5846,0.4000,4250000,4.2000,1.1635,1.2543,0,25000,2.3800,500,17,0,2100
24153.7633,0.6500,123933,4.2000,1.1964,0.9260,0,23933,2.3800,500,5,1,2100
21248.3219,0.4500,4500000,4.2000,1.1356,1.3079,0,25000,2.3800,500,18,0,2100
24179.0449,0.6500,117015,4.2000,1.2022,0.9360,0,17015,2.3800,500,5,1,2100
21240.5888,0.4000,4250000,4.2000,1.1380,1.1503,0,25000,2.3800,500,17,0,2100
22345.5306,0.6500,233816,4.2000,1.1460,0.8906,0,8816,2.3800,500,10,1,2100
21240.7589,0.6500,4500000,4.2000,1.1792,1.3407,0,25000,2.3800,500,18,0,2100
94838.6414,0.5500,6402,4.2000,0.8723,0.8723,0,6402,2.3800,500,1,1,2100
24182.8121,0.4000,116199,4.2000,1.2326,0.9240,0,16199,2.3800,500,5,1,2100
21351.0711,0.6500,4500000,4.2000,1.1537,1.1934,0,25000,2.3800,500,18,0,2100
21408.1509,0.6000,4500000,4.2000,1.1377,1.1949,0,25000,2.3800,500,18,0,2100
35426.5319,0.6000,32615,4.2000,1.1376,0.9296,0,7615,2.3800,500,2,1,2100
33731.2280,0.5000,34060,4.2000,1.0717,0.8709,0,9060,2.3800,500,2,1,2100
76195.0491,0.4000,8748,4.2000,0.8922,0.8922,0,8748,2.3800,500,1,1,2100
21198.2439,0.6500,4250000,4.2000,1.1411,1.2730,0,25000,2.3800,500,17,0,2100
31664.8082,0.6500,41830,4.2000,1.1181,0.9006,0,16830,2.3800,500,2,1,2100
21032.9029,0.4000,4250000,4.2000,1.1427,1.2804,0,25000,2.3800,500,17,0,2100
21110.4661,0.5500,4250000,4.2000,1.1115,1.0989,0,25000,2.3800,500,17,0,2100
21269.4701,0.4500,4500000,4.2000,1.1829,1.3128,0,25000,2.3800,500,18,0,2100
32820.0442,0.5500,38791,4.2000,1.0212,0.9395,0,13791,2.3800,500,2,1,2100
21914.5292,0.6000,245357,4.2000,1.2379,0.8790,0,20357,2.3800,500,10,1,2100
21232.3120,0.4500,4250000,4.2000,1.1554,1.2099,0,25000,2.3800,500,17,0,2100
27022.0635,0.5000,70631,4.2000,1.0947,0.9122,0,20631,2.3800,500,3,1,2100
31280.5922,0.4500,44578,4.2000,1.0451,0.9208,0,19578,2.3800,500,2,1,2100
21198.9173,0.4000,4500000,4.2000,1.1684,1.0576,0,25000,2.3800,500,18,0,2100
21186.0851,0.5000,4500000,4.2000,1.1852,1.2787,0,25000,2.3800,500,18,0,2100
39626.3697,0.4000,24429,4.2000,0.8572,0.8572,0,24429,2.3800,500,1,1,2100
21644.8618,0.4000,308198,4.2000,1.2679,0.9310,0,8198,2.3800,500,13,1,2100
21023.9175,0.4500,4250000,4.2000,1.1611,1.2451,0,25000,2.3800,500,17,0,2100
21116.6775,0.4500,4250000,4.2000,1.1759,1.3474,0,25000,2.3800,500,17,0,2100
21225.2666,0.4500,4250000,4.2000,1.1295,1.2735,0,25000,2.3800,500,17,0,2100
20930.7472,0.6500,4250000,4.2000,1.1224,1.1606,0,25000,2.3800,500,17,0,2100
46300.0061,0.5500,18837,4.2000,0.9234,0.9234,0,18837,2.3800,500,1,1,2100
21245.9958,0.6500,4500000,4.2000,1.1140,1.2303,0,25000,2.3800,500,18,0,2100
21382.7721,0.6500,346242,4.2000,1.2304,0.9511,0,21242,2.3800,500,14,1,2100
24096.6924,0.6500,121353,4.2000,1.1846,0.9180,0,21353,2.3800,500,5,1,2100
59149.6414,0.4500,12743,4.2000,0.9142,0.9142,0,12743,2.3800,500,1,1,2100
21235.7042,0.5000,4500000,4.2000,1.1643,1.2311,0,25000,2.3800,500,18,0,2100
46259.3201,0.5500,18567,4.2000,0.9336,0.9336,0,18567,2.3800,500,1,1,2100
21239.0564,0.4500,4250000,4.2000,1.1434,1.2819,0,25000,2.3800,500,17,0,2100
22138.0399,0.6500,247220,4.2000,1.2041,0.9404,0,22220,2.3800,500,10,1,2100
27793.0576,0.6500,63340,4.2000,1.1522,0.9012,0,13340,2.3800,500,3,1,2100
21230.1499,0.4000,4250000,4.2000,1.0596,1.3027,0,25000,2.3800,500,17,0,2100
21246.7248,0.4000,4250000,4.2000,1.1286,1.1689,0,25000,2.3800,500,17,0,2100
26945.7184,0.5000,72092,4.2000,1.1250,0.9242,0,22092,2.3800,500,3,1,2100
24175.0365,0.4000,119505,4.2000,1.1655,0.9151,0,19505,2.3800,500,5,1,2100
27407.5799,0.6500,67387,4.2000,1.1401,0.9197,0,17387,2.3800,500,3,1,2100
29414.3088,0.6000,55525,4.2000,1.1444,0.9242,0,5525,2.3800,500,3,1,2100
68657.9958,0.6000,10107,4.2000,0.9098,0.9098,0,10107,2.3800,500,1,1,2100
21362.4014,0.6500,4500000,4.2000,1.1752,1.2207,0,25000,2.3800,500,18,0,2100
21275.8960,0.6500,4500000,4.2000,1.1593,1.2420,0,25000,2.3800,500,18,0,2100
23330.9931,0.4000,162015,4.2000,1.1569,0.9246,0,12015,2.3800,500,7,1,2100
21200.2871,0.6000,4250000,4.2000,1.0909,1.0722,0,25000,2.3800,500,17,0,2100
46732.7239,0.4500,18922,4.2000,0.9062,0.9062,0,18922,2.3800,500,1,1,2100
21260.6433,0.6500,413926,4.2000,1.2278,0.9181,0,13926,2.3800,500,17,1,2100
21235.6251,0.5500,4500000,4.2000,1.1545,1.2547,0,25000,2.3800,500,18,0,2100
21200.8984,0.4000,4500000,4.2000,1.1605,1.2088,0,25000,2.3800,500,18,0,2100
51371.1875,0.4000,15840,4.2000,0.8899,0.8899,0,15840,2.3800,500,1,1,2100
34306.8862,0.6500,34376,4.2000,1.0757,0.8987,0,9376,2.3800,500,2,1,2100
47727.0908,0.5500,17820,4.2000,0.8993,0.8993,0,17820,2.3800,500,1,1,2100
41040.9076,0.6500,23443,4.2000,0.9245,0.9245,0,23443,2.3800,500,1,1,2100
21060.6780,0.4500,4250000,4.2000,1.0770,1.2443,0,25000,2.3800,500,17,0,2100
88531.0630,0.5000,6468,4.2000,0.8855,0.8855,0,6468,2.3800,500,1,1,2100
23008.4248,0.4000,172696,4.2000,1.2437,0.9283,0,22696,2.3800,500,7,1,2100
93966.3565,0.6000,6542,4.2000,0.9345,0.9345,0,6542,2.3800,500,1,1,2100
21245.8527,0.5000,4250000,4.2000,1.1769,1.2012,0,25000,2.3800,500,17,0,2100
21221.6005,0.6500,4500000,4.2000,1.1581,1.1310,0,25000,2.3800,500,18,0,2100
21175.3140,0.5500,4250000,4.2000,1.1843,1.2564,0,25000,2.3800,500,17,0,2100
26646.8299,0.5500,67062,4.2000,1.1841,0.9307,0,17062,2.3800,500,3,1,2100
33371.1894,0.4000,37563,4.2000,1.1023,0.9038,0,12563,2.3800,500,2,1,2100
21199.5337,0.5500,4250000,4.2000,1.1284,1.2113,0,25000,2.3800,500,17,0,2100
43630.2195,0.6000,21157,4.2000,0.9177,0.9177,0,21157,2.3800,500,1,1,2100
22425.1798,0.5000,187136,4.2000,1.2072,0.9277,0,12136,2.3800,500,8,1,2100
23920.3815,0.6000,122604,4.2000,1.1382,0.8906,0,22604,2.3800,500,5,1,2100
43813.2916,0.6000,21132,4.2000,0.9235,0.9235,0,21132,2.3800,500,1,1,2100
21236.5544,0.5500,4250000,4.2000,1.1962,1.3552,0,25000,2.3800,500,17,0,2100
21141.8931,0.4500,4250000,4.2000,1.1426,1.2696,0,25000,2.3800,500,17,0,2100
31498.5527,0.5000,42883,4.2000,1.0995,0.9266,0,17883,2.3800,500,2,1,2100
21226.4684,0.6000,4250000,4.2000,1.1962,1.2608,0,25000,2.3800,500,17,0,2100
22925.7339,0.5000,161446,4.2000,1.2171,0.9059,0,11446,2.3800,500,7,1,2100
21185.6735,0.5500,4500000,4.2000,1.1721,1.1501,0,25000,2.3800,500,18,0,2100
21245.3172,0.6000,4250000,4.2000,1.1308,1.3100,0,25000,2.3800,500,17,0,2100
21231.2989,0.6500,4500000,4.2000,1.1095,1.0687,0,25000,2.3800,500,18,0,2100
55253.9207,0.6500,14167,4.2000,0.9121,0.9121,0,14167,2.3800,500,1,1,2100
21208.0906,0.4000,4500000,4.2000,1.1446,1.2092,0,25000,2.3800,500,18,0,2100
31538.4962,0.5000,43068,4.2000,0.9800,0.9009,0,18068,2.3800,500,2,1,2100
24544.3943,0.6500,113086,4.2000,1.1562,0.9347,0,13086,2.3800,500,5,1,2100
40547.5141,0.5500,24687,4.2000,0.8985,0.8985,0,24687,2.3800,500,1,1,2100
31391.2068,0.4500,44053,4.2000,1.1084,0.9255,0,19053,2.3800,500,2,1,2100
21229.1998,0.6000,416705,4.2000,1.2306,0.9377,0,16705,2.3800,500,17,1,2100
22749.5781,0.6500,188096,4.2000,1.1979,0.9143,0,13096,2.3800,500,8,1,2100
21252.6230,0.4000,4500000,4.2000,1.1042,1.0531,0,25000,2.3800,500,18,0,2100
21288.3687,0.4500,4500000,4.2000,1.1187,1.1115,0,25000,2.3800,500,18,0,2100
23600.5210,0.6500,149061,4.2000,1.2107,0.8996,0,24061,2.3800,500,6,1,2100
33672.1652,0.6500,36468,4.2000,1.0839,0.9339,0,11468,2.3800,500,2,1,2100
95128.3443,0.6000,6373,4.2000,0.9255,0.9255,0,6373,2.3800,500,1,1,2100
22187.9608,0.4000,240974,4.2000,1.2516,0.9022,0,15974,2.3800,500,10,1,2100
35484.6574,0.5500,31366,4.2000,1.0930,0.9050,0,6366,2.3800,500,2,1,2100
31084.0166,0.4500,43642,4.2000,0.9823,0.8874,0,18642,2.3800,500,2,1,2100
32946.8694,0.5000,38602,4.2000,1.0907,0.9185,0,13602,2.3800,500,2,1,2100
21225.9846,0.5000,4250000,4.2000,1.1578,1.2299,0,25000,2.3800,500,17,0,2100
43272.6816,0.5000,21971,4.2000,0.9183,0.9183,0,21971,2.3800,500,1,1,2100
81606.3422,0.4500,7831,4.2000,0.9071,0.9071,0,7831,2.3800,500,1,1,2100
21146.4861,0.6500,393332,4.2000,1.2659,0.9233,0,18332,2.3800,500,16,1,2100
21218.9045,0.6500,4250000,4.2000,1.1498,1.2791,0,25000,2.3800,500,17,0,2100
34613.1503,0.5000,33770,4.2000,1.0526,0.9116,0,8770,2.3800,500,2,1,2100
21228.9854,0.4500,4500000,4.2000,1.1629,1.1679,0,25000,2.3800,500,18,0,2100
21192.9915,0.4500,4250000,4.2000,1.1575,1.2729,0,25000,2.3800,500,17,0,2100
24297.1564,0.5500,118140,4.2000,1.1826,0.8668,0,18140,2.3800,500,5,1,2100
41525.1794,0.4000,24026,4.2000,0.9092,0.9092,0,24026,2.3800,500,1,1,2100
21702.1537,0.4000,319399,4.2000,1.2215,0.9432,0,19399,2.3800,500,13,1,2100
21281.5604,0.5500,4500000,4.2000,1.1538,1.2439,0,25000,2.3800,500,18,0,2100
21250.0584,0.5000,4500000,4.2000,1.0938,1.2186,0,25000,2.3800,500,18,0,2100
24539.7867,0.5500,110909,4.2000,1.1620,0.9095,0,10909,2.3800,500,5,1,2100
21254.7547,0.5500,4500000,4.2000,1.1293,1.2798,0,25000,2.3800,500,18,0,2100
41206.5301,0.6000,23980,4.2000,0.9318,0.9318,0,23980,2.3800,500,1,1,2100
25446.7349,0.4000,94420,4.2000,1.2123,0.8982,0,19420,2.3800,500,4,1,2100
21205.1289,0.4500,4500000,4.2000,1.2223,1.3091,0,25000,2.3800,500,18,0,2100
36706.7880,0.5000,30146,4.2000,1.0599,0.8710,0,5146,2.3800,500,2,1,2100
34701.2704,0.4000,34095,4.2000,1.0301,0.9248,0,9095,2.3800,500,2,1,2100
49565.2167,0.6000,16653,4.2000,0.9362,0.9362,0,16653,2.3800,500,1,1,2100
31824.3895,0.4500,42567,4.2000,0.9676,0.8495,0,17567,2.3800,500,2,1,2100
21163.4863,0.5500,4250000,4.2000,1.1972,1.2142,0,25000,2.3800,500,17,0,2100
60973.2037,0.5000,12271,4.2000,0.9037,0.9037,0,12271,2.3800,500,1,1,2100
21227.7598,0.4000,4500000,4.2000,1.1268,1.2379,0,25000,2.3800,500,18,0,2100
30443.5145,0.6500,48967,4.2000,1.1021,0.9358,0,23967,2.3800,500,2,1,2100
21248.8178,0.6000,4250000,4.2000,1.1009,1.1531,0,25000,2.3800,500,17,0,2100
83070.6902,0.5000,7432,4.2000,0.9164,0.9164,0,7432,2.3800,500,1,1,2100
21371.5284,0.4000,358893,4.2000,1.2195,0.9254,0,8893,2.3800,500,15,1,2100
21058.2520,0.6500,4250000,4.2000,1.1208,1.2560,0,25000,2.3800,500,17,0,2100
21204.2819,0.4500,4250000,4.2000,1.1302,1.1767,0,25000,2.3800,500,17,0,2100
24490.3276,0.6000,110361,4.2000,1.1986,0.9147,0,10361,2.3800,500,5,1,2100
31081.4158,0.6000,46664,4.2000,1.0886,0.8974,0,21664,2.3800,500,2,1,2100
21389.8399,0.6000,4500000,4.2000,1.0938,1.1306,0,25000,2.3800,500,18,0,2100
27858.5186,0.6500,67117,4.2000,1.1529,0.9404,0,17117,2.3800,500,3,1,2100
31061.3256,0.4500,46817,4.2000,1.0982,0.9315,0,21817,2.3800,500,2,1,2100
21295.9003,0.5500,4500000,4.2000,1.1855,1.2091,0,25000,2.3800,500,18,0,2100
21357.3836,0.5000,4500000,4.2000,1.1396,1.1371,0,25000,2.3800,500,18,0,2100
25727.6587,0.4500,93204,4.2000,1.2076,0.9197,0,18204,2.3800,500,4,1,2100
21542.0199,0.5000,4500000,4.2000,1.1726,1.1672,0,25000,2.3800,500,18,0,2100
21374.6197,0.6000,4500000,4.2000,1.1102,1.2952,0,25000,2.3800,500,18,0,2100
33983.3122,0.6000,36130,4.2000,1.1334,0.9267,0,11130,2.3800,500,2,1,2100
21322.0548,0.5000,4500000,4.2000,1.1238,1.1550,0,25000,2.3800,500,18,0,2100
21250.5621,0.6500,4500000,4.2000,1.0808,1.2000,0,25000,2.3800,500,18,0,2100
43322.1775,0.4500,21788,4.2000,0.9170,0.9170,0,21788,2.3800,500,1,1,2100
23690.9437,0.5500,135289,4.2000,1.2469,0.9089,0,10289,2.3800,500,6,1,2100
47863.1384,0.4000,18001,4.2000,0.9150,0.9150,0,18001,2.3800,500,1,1,2100
32991.4583,0.6500,39009,4.2000,1.0871,0.9386,0,14009,2.3800,500,2,1,2100
28885.5662,0.4000,57225,4.2000,1.1410,0.8712,0,7225,2.3800,500,3,1,2100
